"","drug","model.id","response_type","value"
"16563","binimetinib","X.3201.biib","slope","81.6974"
"16564","binimetinib","X.3201.biib","AUC","537.4042"
"16565","binimetinib","X.3201.biib","survival","95.0000"
"16566","BKM120","X.3201.BK20","mRECIST","PD"
"16567","BKM120","X.3201.BK20","best.average.response","54.5856"
"16568","BKM120","X.3201.BK20","slope","87.6727"
"16569","BKM120","X.3201.BK20","AUC","595.4407"
"16570","BKM120","X.3201.BK20","survival","27.0000"
"16571","BYL719","X.3201.BY19","mRECIST","PD"
"16572","BYL719","X.3201.BY19","best.average.response","19.8295"
"16573","BYL719","X.3201.BY19","slope","85.0811"
"16574","BYL719","X.3201.BY19","AUC","516.4877"
"16575","BYL719","X.3201.BY19","survival","53.0000"
"16576","BYL719 + LEE011","X.3201.BY19.LE11","mRECIST","SD"
"16577","BYL719 + LEE011","X.3201.BY19.LE11","best.average.response","-4.1739"
"16578","BYL719 + LEE011","X.3201.BY19.LE11","slope","68.6939"
"16579","BYL719 + LEE011","X.3201.BY19.LE11","AUC","295.6381"
"16580","BYL719 + LEE011","X.3201.BY19.LE11","survival","63.0000"
"16581","BYL719 + LJM716","X.3201.BY19.LJ16","mRECIST","SD"
"16582","BYL719 + LJM716","X.3201.BY19.LJ16","best.average.response","-3.9405"
"16583","BYL719 + LJM716","X.3201.BY19.LJ16","slope","83.8472"
"16584","BYL719 + LJM716","X.3201.BY19.LJ16","AUC","398.9156"
"16585","BYL719 + LJM716","X.3201.BY19.LJ16","survival","45.0000"
"16586","CGM097","X.3201.CG97","mRECIST","PD"
"16587","CGM097","X.3201.CG97","best.average.response","47.0576"
"16588","CGM097","X.3201.CG97","slope","87.3595"
"16589","CGM097","X.3201.CG97","AUC","609.8355"
"16590","CGM097","X.3201.CG97","survival","38.0000"
"16591","CLR457","X.3201.CL57","mRECIST","PD"
"16592","CLR457","X.3201.CL57","best.average.response","28.8327"
"16593","CLR457","X.3201.CL57","slope","86.1014"
"16594","CLR457","X.3201.CL57","AUC","612.3269"
"16595","CLR457","X.3201.CL57","survival","39.0000"
"16596","HDM201","X.3201.HD01","mRECIST","PD"
"16597","HDM201","X.3201.HD01","best.average.response","32.4762"
"16598","HDM201","X.3201.HD01","slope","85.2702"
"16599","HDM201","X.3201.HD01","AUC","510.3592"
"16600","HDM201","X.3201.HD01","survival","49.0000"
"16601","INC424","X.3201.IN24","mRECIST","PD"
"16602","INC424","X.3201.IN24","best.average.response","46.8832"
"16603","INC424","X.3201.IN24","slope","88.3056"
"16604","INC424","X.3201.IN24","AUC","508.9231"
"16605","INC424","X.3201.IN24","survival","13.0000"
"16606","LEE011","X.3201.LE11","mRECIST","PD"
"16607","LEE011","X.3201.LE11","best.average.response","47.7959"
"16608","LEE011","X.3201.LE11","slope","86.1319"
"16609","LEE011","X.3201.LE11","AUC","527.2429"
"16610","LEE011","X.3201.LE11","survival","35.0000"
"16611","LEE011 + everolimus","X.3201.LE11.evus","mRECIST","SD"
"16612","LEE011 + everolimus","X.3201.LE11.evus","best.average.response","12.2455"
"16613","LEE011 + everolimus","X.3201.LE11.evus","slope","70.8633"
"16614","LEE011 + everolimus","X.3201.LE11.evus","AUC","500.3424"
"16615","LEE011 + everolimus","X.3201.LE11.evus","survival","59.0000"
"16616","LFA102","X.3201.LF02","mRECIST","SD"
"16617","LFA102","X.3201.LF02","best.average.response","2.9723"
"16618","LFA102","X.3201.LF02","slope","83.8301"
"16619","LFA102","X.3201.LF02","AUC","464.0314"
"16620","LFA102","X.3201.LF02","survival","69.0000"
"16621","LFW527 + everolimus","X.3201.LF27.evus","mRECIST","SD"
"16622","LFW527 + everolimus","X.3201.LF27.evus","best.average.response","29.3587"
"16623","LFW527 + everolimus","X.3201.LF27.evus","slope","73.1456"
"16624","LFW527 + everolimus","X.3201.LF27.evus","AUC","333.8184"
"16625","LFW527 + everolimus","X.3201.LF27.evus","survival","68.0000"
"16626","LJM716","X.3201.LJ16","mRECIST","PD"
"16627","LJM716","X.3201.LJ16","best.average.response","16.4421"
"16628","LJM716","X.3201.LJ16","slope","87.6746"
"16629","LJM716","X.3201.LJ16","AUC","487.2875"
"16630","LJM716","X.3201.LJ16","survival","24.0000"
"16631","LJM716 + trastuzumab","X.3201.LJ16.trab","mRECIST","PD"
"16632","LJM716 + trastuzumab","X.3201.LJ16.trab","best.average.response","25.9577"
"16633","LJM716 + trastuzumab","X.3201.LJ16.trab","slope","87.1402"
"16634","LJM716 + trastuzumab","X.3201.LJ16.trab","AUC","564.1941"
"16635","LJM716 + trastuzumab","X.3201.LJ16.trab","survival","34.0000"
"16636","LKA136","X.3201.LK36","mRECIST","PD"
"16637","LKA136","X.3201.LK36","best.average.response","97.4659"
"16638","LKA136","X.3201.LK36","slope","88.7833"
"16639","LKA136","X.3201.LK36","AUC","517.8615"
"16640","LKA136","X.3201.LK36","survival","13.0000"
"16641","LLM871","X.3201.LL71","mRECIST","PD"
"16642","LLM871","X.3201.LL71","best.average.response","20.3065"
"16643","LLM871","X.3201.LL71","slope","84.8526"
"16644","LLM871","X.3201.LL71","AUC","463.5173"
"16645","LLM871","X.3201.LL71","survival","55.0000"
"16646","paclitaxel","X.3201.pael","mRECIST","SD"
"16647","paclitaxel","X.3201.pael","best.average.response","-14.2163"
"16648","paclitaxel","X.3201.pael","slope","-34.4420"
"16649","paclitaxel","X.3201.pael","AUC","197.2424"
"16650","paclitaxel","X.3201.pael","survival","105.0000"
"16651","tamoxifen","X.3201.taen","mRECIST","PD"
"16652","tamoxifen","X.3201.taen","best.average.response","31.5230"
"16653","tamoxifen","X.3201.taen","slope","88.0804"
"16654","tamoxifen","X.3201.taen","AUC","533.4810"
"16655","tamoxifen","X.3201.taen","survival","21.0000"
"16656","trastuzumab","X.3201.trab","mRECIST","PD"
"16657","trastuzumab","X.3201.trab","best.average.response","16.6772"
"16658","trastuzumab","X.3201.trab","slope","86.7230"
"16659","trastuzumab","X.3201.trab","AUC","572.4561"
"16660","trastuzumab","X.3201.trab","survival","41.0000"
"16661","untreated","X.3201.uned","mRECIST","PD"
"16662","untreated","X.3201.uned","best.average.response","80.8703"
"16663","untreated","X.3201.uned","slope","88.8087"
"16664","untreated","X.3201.uned","AUC","720.6944"
"16665","untreated","X.3201.uned","survival","18.0000"
"16666","5FU","X.3205.5FFU","mRECIST","PD"
"16667","5FU","X.3205.5FFU","best.average.response","41.2768"
"16668","5FU","X.3205.5FFU","slope","84.5816"
"16669","5FU","X.3205.5FFU","AUC","326.4864"
"16670","5FU","X.3205.5FFU","survival","22.0000"
"16671","binimetinib","X.3205.biib","mRECIST","SD"
"16672","binimetinib","X.3205.biib","best.average.response","16.7292"
"16673","binimetinib","X.3205.biib","slope","85.3761"
"16674","binimetinib","X.3205.biib","AUC","365.7159"
"16675","binimetinib","X.3205.biib","survival","22.0000"
"16676","BKM120","X.3205.BK20","mRECIST","SD"
"16677","BKM120","X.3205.BK20","best.average.response","-0.7863"
"16678","BKM120","X.3205.BK20","slope","75.4710"
"16679","BKM120","X.3205.BK20","AUC","254.5486"
"16680","BKM120","X.3205.BK20","survival","36.0000"
"16681","BKM120 + LJC049","X.3205.BK20.LJ49","mRECIST","SD"
"16682","BKM120 + LJC049","X.3205.BK20.LJ49","best.average.response","0.4963"
"16683","BKM120 + LJC049","X.3205.BK20.LJ49","slope","80.8245"
"16684","BKM120 + LJC049","X.3205.BK20.LJ49","AUC","337.5393"
"16685","BKM120 + LJC049","X.3205.BK20.LJ49","survival","42.0000"
"16686","BYL719","X.3205.BY19","mRECIST","SD"
"16687","BYL719","X.3205.BY19","best.average.response","14.2898"
"16688","BYL719","X.3205.BY19","slope","79.5357"
"16689","BYL719","X.3205.BY19","AUC","326.9250"
"16690","BYL719","X.3205.BY19","survival","22.0000"
"16691","BYL719 + binimetinib","X.3205.BY19.biib","mRECIST","SD"
"16692","BYL719 + binimetinib","X.3205.BY19.biib","best.average.response","9.5329"
"16693","BYL719 + binimetinib","X.3205.BY19.biib","slope","27.1651"
"16694","BYL719 + binimetinib","X.3205.BY19.biib","AUC","259.1973"
"16695","BYL719 + binimetinib","X.3205.BY19.biib","survival","77.0000"
"16696","BYL719 + cetuximab","X.3205.BY19.ceab","mRECIST","PD"
"16697","BYL719 + cetuximab","X.3205.BY19.ceab","best.average.response","94.4135"
"16698","BYL719 + cetuximab","X.3205.BY19.ceab","slope","88.8233"
"16699","BYL719 + cetuximab","X.3205.BY19.ceab","AUC","802.0205"
"16700","BYL719 + cetuximab","X.3205.BY19.ceab","survival","22.0000"
"16701","BYL719 + cetuximab + encorafenib","X.3205.BY19.ceab.enib","mRECIST","PD"
"16702","BYL719 + cetuximab + encorafenib","X.3205.BY19.ceab.enib","best.average.response","68.7321"
"16703","BYL719 + cetuximab + encorafenib","X.3205.BY19.ceab.enib","slope","87.0712"
"16704","BYL719 + cetuximab + encorafenib","X.3205.BY19.ceab.enib","AUC","507.3946"
"16705","BYL719 + cetuximab + encorafenib","X.3205.BY19.ceab.enib","survival","28.0000"
"16706","BYL719 + encorafenib","X.3205.BY19.enib","mRECIST","PD"
"16707","BYL719 + encorafenib","X.3205.BY19.enib","best.average.response","19.9293"
"16708","BYL719 + encorafenib","X.3205.BY19.enib","slope","83.1241"
"16709","BYL719 + encorafenib","X.3205.BY19.enib","AUC","363.8054"
"16710","BYL719 + encorafenib","X.3205.BY19.enib","survival","28.0000"
"16711","BYL719 + LJM716","X.3205.BY19.LJ16","mRECIST","PD"
"16712","BYL719 + LJM716","X.3205.BY19.LJ16","best.average.response","113.9786"
"16713","BYL719 + LJM716","X.3205.BY19.LJ16","slope","88.0912"
"16714","BYL719 + LJM716","X.3205.BY19.LJ16","AUC","571.9605"
"16715","BYL719 + LJM716","X.3205.BY19.LJ16","survival","19.0000"
"16716","cetuximab","X.3205.ceab","mRECIST","PD"
"16717","cetuximab","X.3205.ceab","best.average.response","121.7617"
"16718","cetuximab","X.3205.ceab","slope","88.8283"
"16719","cetuximab","X.3205.ceab","AUC","773.5682"
"16720","cetuximab","X.3205.ceab","survival","22.0000"
"16721","cetuximab + encorafenib","X.3205.ceab.enib","mRECIST","PD"
"16722","cetuximab + encorafenib","X.3205.ceab.enib","best.average.response","87.6431"
"16723","cetuximab + encorafenib","X.3205.ceab.enib","slope","85.8623"
"16724","cetuximab + encorafenib","X.3205.ceab.enib","AUC","442.8926"
"16725","cetuximab + encorafenib","X.3205.ceab.enib","survival","27.0000"
"16726","CGM097","X.3205.CG97","mRECIST","PD"
"16727","CGM097","X.3205.CG97","best.average.response","24.6347"
"16728","CGM097","X.3205.CG97","slope","84.4357"
"16729","CGM097","X.3205.CG97","AUC","424.5732"
"16730","CGM097","X.3205.CG97","survival","28.0000"
"16731","CKX620","X.3205.CK20","mRECIST","SD"
"16732","CKX620","X.3205.CK20","best.average.response","14.0570"
"16733","CKX620","X.3205.CK20","slope","38.3092"
"16734","CKX620","X.3205.CK20","AUC","262.9893"
"16735","CKX620","X.3205.CK20","survival","106.0000"
"16736","CLR457","X.3205.CL57","mRECIST","SD"
"16737","CLR457","X.3205.CL57","best.average.response","1.3313"
"16738","CLR457","X.3205.CL57","slope","77.0352"
"16739","CLR457","X.3205.CL57","AUC","281.0021"
"16740","CLR457","X.3205.CL57","survival","47.0000"
"16741","encorafenib","X.3205.enib","mRECIST","PD"
"16742","encorafenib","X.3205.enib","best.average.response","146.0319"
"16743","encorafenib","X.3205.enib","slope","89.0721"
"16744","encorafenib","X.3205.enib","AUC","913.1568"
"16745","encorafenib","X.3205.enib","survival","22.0000"
"16746","HDM201","X.3205.HD01","mRECIST","PD"
"16747","HDM201","X.3205.HD01","best.average.response","24.6391"
"16748","HDM201","X.3205.HD01","slope","84.7835"
"16749","HDM201","X.3205.HD01","AUC","374.3537"
"16750","HDM201","X.3205.HD01","survival","27.0000"
"16751","LEE011","X.3205.LE11","mRECIST","SD"
"16752","LEE011","X.3205.LE11","best.average.response","0.5350"
"16753","LEE011","X.3205.LE11","slope","78.7059"
"16754","LEE011","X.3205.LE11","AUC","269.8886"
"16755","LEE011","X.3205.LE11","survival","22.0000"
"16756","LFW527 + binimetinib","X.3205.LF27.biib","mRECIST","PD"
"16757","LFW527 + binimetinib","X.3205.LF27.biib","best.average.response","38.7340"
"16758","LFW527 + binimetinib","X.3205.LF27.biib","slope","86.0916"
"16759","LFW527 + binimetinib","X.3205.LF27.biib","AUC","495.8174"
"16760","LFW527 + binimetinib","X.3205.LF27.biib","survival","41.0000"
"16761","LJC049","X.3205.LJ49","mRECIST","PD"
"16762","LJC049","X.3205.LJ49","best.average.response","58.2233"
"16763","LJC049","X.3205.LJ49","slope","87.4684"
"16764","LJC049","X.3205.LJ49","AUC","539.8352"
"16765","LJC049","X.3205.LJ49","survival","27.0000"
"16766","LKA136","X.3205.LK36","mRECIST","PD"
"16767","LKA136","X.3205.LK36","best.average.response","74.0592"
"16768","LKA136","X.3205.LK36","slope","87.5080"
"16769","LKA136","X.3205.LK36","AUC","574.3704"
"16770","LKA136","X.3205.LK36","survival","27.0000"
"16771","untreated","X.3205.uned","mRECIST","PD"
"16772","untreated","X.3205.uned","best.average.response","136.5556"
"16773","untreated","X.3205.uned","slope","89.0647"
"16774","untreated","X.3205.uned","AUC","938.7364"
"16775","untreated","X.3205.uned","survival","22.0000"
"16776","abraxane","X.3209.abne","mRECIST","PD"
"16777","abraxane","X.3209.abne","best.average.response","21.2330"
"16778","abraxane","X.3209.abne","slope","84.9267"
"16779","abraxane","X.3209.abne","AUC","464.8693"
"16780","abraxane","X.3209.abne","survival","44.0000"
"16781","binimetinib","X.3209.biib","mRECIST","SD"
"16782","binimetinib","X.3209.biib","best.average.response","19.0859"
"16783","binimetinib","X.3209.biib","slope","57.3285"
"16784","binimetinib","X.3209.biib","AUC","256.2143"
"16785","binimetinib","X.3209.biib","survival","42.0000"
"16786","BKM120","X.3209.BK20","mRECIST",NA
"16787","BKM120","X.3209.BK20","best.average.response","NA"
"16788","BKM120","X.3209.BK20","slope","-62.3156"
"16789","BKM120","X.3209.BK20","AUC","128.8500"
"16790","BKM120","X.3209.BK20","survival","13.0000"
"16791","BKM120 + binimetinib","X.3209.BK20.biib","mRECIST","PR"
"16792","BKM120 + binimetinib","X.3209.BK20.biib","best.average.response","-20.5420"
"16793","BKM120 + binimetinib","X.3209.BK20.biib","slope","-55.6797"
"16794","BKM120 + binimetinib","X.3209.BK20.biib","AUC","160.1449"
"16795","BKM120 + binimetinib","X.3209.BK20.biib","survival","81.0000"
"16796","BKM120 + LDE225","X.3209.BK20.LD25","mRECIST","SD"
"16797","BKM120 + LDE225","X.3209.BK20.LD25","best.average.response","-17.2737"
"16798","BKM120 + LDE225","X.3209.BK20.LD25","slope","-39.3873"
"16799","BKM120 + LDE225","X.3209.BK20.LD25","AUC","182.5500"
"16800","BKM120 + LDE225","X.3209.BK20.LD25","survival","81.0000"
"16801","BYL719 + LJM716","X.3209.BY19.LJ16","mRECIST","SD"
"16802","BYL719 + LJM716","X.3209.BY19.LJ16","best.average.response","-18.8459"
"16803","BYL719 + LJM716","X.3209.BY19.LJ16","slope","-59.7534"
"16804","BYL719 + LJM716","X.3209.BY19.LJ16","AUC","199.3611"
"16805","BYL719 + LJM716","X.3209.BY19.LJ16","survival","45.0000"
"16806","figitumumab + binimetinib","X.3209.fiab.biib","mRECIST","SD"
"16807","figitumumab + binimetinib","X.3209.fiab.biib","best.average.response","7.7649"
"16808","figitumumab + binimetinib","X.3209.fiab.biib","slope","11.0324"
"16809","figitumumab + binimetinib","X.3209.fiab.biib","AUC","289.1740"
"16810","figitumumab + binimetinib","X.3209.fiab.biib","survival","25.0000"
"16811","gemcitabine-50mpk","X.3209.gepk","mRECIST","SD"
"16812","gemcitabine-50mpk","X.3209.gepk","best.average.response","-1.0446"
"16813","gemcitabine-50mpk","X.3209.gepk","slope","61.3084"
"16814","gemcitabine-50mpk","X.3209.gepk","AUC","362.5958"
"16815","gemcitabine-50mpk","X.3209.gepk","survival","70.0000"
"16816","INC424","X.3209.IN24","mRECIST","SD"
"16817","INC424","X.3209.IN24","best.average.response","7.7368"
"16818","INC424","X.3209.IN24","slope","76.2267"
"16819","INC424","X.3209.IN24","AUC","374.3533"
"16820","INC424","X.3209.IN24","survival","45.0000"
"16821","INC424 + binimetinib","X.3209.IN24.biib","mRECIST","SD"
"16822","INC424 + binimetinib","X.3209.IN24.biib","best.average.response","0.7358"
"16823","INC424 + binimetinib","X.3209.IN24.biib","slope","8.0905"
"16824","INC424 + binimetinib","X.3209.IN24.biib","AUC","233.3483"
"16825","INC424 + binimetinib","X.3209.IN24.biib","survival","81.0000"
"16826","LEE011","X.3209.LE11","mRECIST","PD"
"16827","LEE011","X.3209.LE11","best.average.response","83.7488"
"16828","LEE011","X.3209.LE11","slope","83.1439"
"16829","LEE011","X.3209.LE11","AUC","463.1750"
"16830","LEE011","X.3209.LE11","survival","44.0000"
"16831","binimetinib","X.3211.biib","mRECIST","PR"
"16832","binimetinib","X.3211.biib","best.average.response","-49.2044"
"16833","binimetinib","X.3211.biib","slope","-72.4057"
"16834","binimetinib","X.3211.biib","AUC","106.4416"
"16835","binimetinib","X.3211.biib","survival","208.0000"
"16836","BKM120","X.3211.BK20","mRECIST","SD"
"16837","BKM120","X.3211.BK20","best.average.response","-12.3241"
"16838","BKM120","X.3211.BK20","slope","65.7196"
"16839","BKM120","X.3211.BK20","AUC","259.2063"
"16840","BKM120","X.3211.BK20","survival","64.0000"
"16841","BKM120 + encorafenib","X.3211.BK20.enib","mRECIST","CR"
"16842","BKM120 + encorafenib","X.3211.BK20.enib","best.average.response","-68.6802"
"16843","BKM120 + encorafenib","X.3211.BK20.enib","slope","-75.9299"
"16844","BKM120 + encorafenib","X.3211.BK20.enib","AUC","55.0004"
"16845","BKM120 + encorafenib","X.3211.BK20.enib","survival","228.0000"
"16846","CGM097","X.3211.CG97","mRECIST","SD"
"16847","CGM097","X.3211.CG97","best.average.response","2.0687"
"16848","CGM097","X.3211.CG97","slope","59.0512"
"16849","CGM097","X.3211.CG97","AUC","221.2656"
"16850","CGM097","X.3211.CG97","survival","18.0000"
"16851","CLR457","X.3211.CL57","mRECIST","SD"
"16852","CLR457","X.3211.CL57","best.average.response","-23.3633"
"16853","CLR457","X.3211.CL57","slope","-49.1188"
"16854","CLR457","X.3211.CL57","AUC","152.0388"
"16855","CLR457","X.3211.CL57","survival","77.0000"
"16856","dacarbazine","X.3211.dane","mRECIST","SD"
"16857","dacarbazine","X.3211.dane","best.average.response","5.4946"
"16858","dacarbazine","X.3211.dane","slope","53.9967"
"16859","dacarbazine","X.3211.dane","AUC","231.4572"
"16860","dacarbazine","X.3211.dane","survival","34.0000"
"16861","encorafenib","X.3211.enib","mRECIST","PR"
"16862","encorafenib","X.3211.enib","best.average.response","-33.5928"
"16863","encorafenib","X.3211.enib","slope","-61.0314"
"16864","encorafenib","X.3211.enib","AUC","151.1947"
"16865","encorafenib","X.3211.enib","survival","142.0000"
"16866","encorafenib + binimetinib","X.3211.enib.biib","mRECIST","CR"
"16867","encorafenib + binimetinib","X.3211.enib.biib","best.average.response","-72.4400"
"16868","encorafenib + binimetinib","X.3211.enib.biib","slope","-76.8742"
"16869","encorafenib + binimetinib","X.3211.enib.biib","AUC","56.2538"
"16870","encorafenib + binimetinib","X.3211.enib.biib","survival","211.0000"
"16871","LDE225","X.3211.LD25","mRECIST","SD"
"16872","LDE225","X.3211.LD25","best.average.response","-4.3752"
"16873","LDE225","X.3211.LD25","slope","-54.1994"
"16874","LDE225","X.3211.LD25","AUC","196.2083"
"16875","LDE225","X.3211.LD25","survival","12.0000"
"16876","LDK378","X.3211.LD78","mRECIST","SD"
"16877","LDK378","X.3211.LD78","best.average.response","13.0501"
"16878","LDK378","X.3211.LD78","slope","79.0361"
"16879","LDK378","X.3211.LD78","AUC","347.3840"
"16880","LDK378","X.3211.LD78","survival","42.0000"
"16881","LEE011","X.3211.LE11","mRECIST","SD"
"16882","LEE011","X.3211.LE11","best.average.response","10.9817"
"16883","LEE011","X.3211.LE11","slope","73.0690"
"16884","LEE011","X.3211.LE11","AUC","240.1800"
"16885","LEE011","X.3211.LE11","survival","18.0000"
"16886","LEE011 + binimetinib","X.3211.LE11.biib","mRECIST","PR"
"16887","LEE011 + binimetinib","X.3211.LE11.biib","best.average.response","-45.8789"
"16888","LEE011 + binimetinib","X.3211.LE11.biib","slope","-74.3226"
"16889","LEE011 + binimetinib","X.3211.LE11.biib","AUC","110.4123"
"16890","LEE011 + binimetinib","X.3211.LE11.biib","survival","176.0000"
"16891","LEE011 + encorafenib","X.3211.LE11.enib","mRECIST","PR"
"16892","LEE011 + encorafenib","X.3211.LE11.enib","best.average.response","-51.8573"
"16893","LEE011 + encorafenib","X.3211.LE11.enib","slope","-70.7281"
"16894","LEE011 + encorafenib","X.3211.LE11.enib","AUC","92.1559"
"16895","LEE011 + encorafenib","X.3211.LE11.enib","survival","214.0000"
"16896","LGW813","X.3211.LG13","mRECIST","SD"
"16897","LGW813","X.3211.LG13","best.average.response","-20.7119"
"16898","LGW813","X.3211.LG13","slope","-53.5246"
"16899","LGW813","X.3211.LG13","AUC","172.3429"
"16900","LGW813","X.3211.LG13","survival","77.0000"
"16901","TAS266","X.3211.TA66","mRECIST","PD"
"16902","TAS266","X.3211.TA66","best.average.response","4.9725"
"16903","TAS266","X.3211.TA66","slope","85.9464"
"16904","TAS266","X.3211.TA66","AUC","457.8430"
"16905","TAS266","X.3211.TA66","survival","38.0000"
"16906","untreated","X.3211.uned","mRECIST","SD"
"16907","untreated","X.3211.uned","best.average.response","2.2338"
"16908","untreated","X.3211.uned","slope","82.0338"
"16909","untreated","X.3211.uned","AUC","382.7131"
"16910","untreated","X.3211.uned","survival","67.0000"
"16911","WNT974","X.3211.WN74","mRECIST","SD"
"16912","WNT974","X.3211.WN74","best.average.response","-12.6858"
"16913","WNT974","X.3211.WN74","slope","26.2959"
"16914","WNT974","X.3211.WN74","AUC","190.2494"
"16915","WNT974","X.3211.WN74","survival","40.0000"
"16916","5FU","X.3224.5FFU","mRECIST","SD"
"16917","5FU","X.3224.5FFU","best.average.response","9.6459"
"16918","5FU","X.3224.5FFU","slope","78.8056"
"16919","5FU","X.3224.5FFU","AUC","251.9812"
"16920","5FU","X.3224.5FFU","survival","24.0000"
"16921","binimetinib","X.3224.biib","mRECIST","PD"
"16922","binimetinib","X.3224.biib","best.average.response","107.8969"
"16923","binimetinib","X.3224.biib","slope","89.0391"
"16924","binimetinib","X.3224.biib","AUC","953.4929"
"16925","binimetinib","X.3224.biib","survival","21.0000"
"16926","BKM120","X.3224.BK20","mRECIST","SD"
"16927","BKM120","X.3224.BK20","best.average.response","-13.9606"
"16928","BKM120","X.3224.BK20","slope","60.8598"
"16929","BKM120","X.3224.BK20","AUC","288.1694"
"16930","BKM120","X.3224.BK20","survival","49.0000"
"16931","BKM120 + LJC049","X.3224.BK20.LJ49","mRECIST","PD"
"16932","BKM120 + LJC049","X.3224.BK20.LJ49","best.average.response","186.9352"
"16933","BKM120 + LJC049","X.3224.BK20.LJ49","slope","88.8749"
"16934","BKM120 + LJC049","X.3224.BK20.LJ49","AUC","866.0548"
"16935","BKM120 + LJC049","X.3224.BK20.LJ49","survival","21.0000"
"16936","BYL719","X.3224.BY19","mRECIST","SD"
"16937","BYL719","X.3224.BY19","best.average.response","-11.3684"
"16938","BYL719","X.3224.BY19","slope","50.1130"
"16939","BYL719","X.3224.BY19","AUC","260.4956"
"16940","BYL719","X.3224.BY19","survival","110.0000"
"16941","BYL719 + binimetinib","X.3224.BY19.biib","mRECIST","PD"
"16942","BYL719 + binimetinib","X.3224.BY19.biib","best.average.response","31.3444"
"16943","BYL719 + binimetinib","X.3224.BY19.biib","slope","74.1777"
"16944","BYL719 + binimetinib","X.3224.BY19.biib","AUC","466.7013"
"16945","BYL719 + binimetinib","X.3224.BY19.biib","survival","38.0000"
"16946","BYL719 + cetuximab","X.3224.BY19.ceab","mRECIST","SD"
"16947","BYL719 + cetuximab","X.3224.BY19.ceab","best.average.response","5.6480"
"16948","BYL719 + cetuximab","X.3224.BY19.ceab","slope","-3.4661"
"16949","BYL719 + cetuximab","X.3224.BY19.ceab","AUC","217.0912"
"16950","BYL719 + cetuximab","X.3224.BY19.ceab","survival","34.0000"
"16951","BYL719 + cetuximab + encorafenib","X.3224.BY19.ceab.enib","mRECIST","PD"
"16952","BYL719 + cetuximab + encorafenib","X.3224.BY19.ceab.enib","best.average.response","39.1102"
"16953","BYL719 + cetuximab + encorafenib","X.3224.BY19.ceab.enib","slope","84.4476"
"16954","BYL719 + cetuximab + encorafenib","X.3224.BY19.ceab.enib","AUC","421.7184"
"16955","BYL719 + cetuximab + encorafenib","X.3224.BY19.ceab.enib","survival","38.0000"
"16956","BYL719 + encorafenib","X.3224.BY19.enib","mRECIST","PD"
"16957","BYL719 + encorafenib","X.3224.BY19.enib","best.average.response","26.2438"
"16958","BYL719 + encorafenib","X.3224.BY19.enib","slope","83.0187"
"16959","BYL719 + encorafenib","X.3224.BY19.enib","AUC","355.8412"
"16960","BYL719 + encorafenib","X.3224.BY19.enib","survival","34.0000"
"16961","BYL719 + LJM716","X.3224.BY19.LJ16","mRECIST","SD"
"16962","BYL719 + LJM716","X.3224.BY19.LJ16","best.average.response","-24.0056"
"16963","BYL719 + LJM716","X.3224.BY19.LJ16","slope","-56.9972"
"16964","BYL719 + LJM716","X.3224.BY19.LJ16","AUC","143.0891"
"16965","BYL719 + LJM716","X.3224.BY19.LJ16","survival","90.0000"
"16966","cetuximab","X.3224.ceab","mRECIST","PD"
"16967","cetuximab","X.3224.ceab","best.average.response","23.1485"
"16968","cetuximab","X.3224.ceab","slope","85.6517"
"16969","cetuximab","X.3224.ceab","AUC","421.8771"
"16970","cetuximab","X.3224.ceab","survival","24.0000"
"16971","cetuximab + encorafenib","X.3224.ceab.enib","mRECIST","SD"
"16972","cetuximab + encorafenib","X.3224.ceab.enib","best.average.response","9.4735"
"16973","cetuximab + encorafenib","X.3224.ceab.enib","slope","76.8896"
"16974","cetuximab + encorafenib","X.3224.ceab.enib","AUC","258.4923"
"16975","cetuximab + encorafenib","X.3224.ceab.enib","survival","26.0000"
"16976","CGM097","X.3224.CG97","mRECIST","PD"
"16977","CGM097","X.3224.CG97","best.average.response","48.5057"
"16978","CGM097","X.3224.CG97","slope","86.7936"
"16979","CGM097","X.3224.CG97","AUC","493.9271"
"16980","CGM097","X.3224.CG97","survival","24.0000"
"16981","CKX620","X.3224.CK20","mRECIST",NA
"16982","CKX620","X.3224.CK20","best.average.response","NA"
"16983","CKX620","X.3224.CK20","slope","88.6812"
"16984","CKX620","X.3224.CK20","AUC","492.7450"
"16985","CKX620","X.3224.CK20","survival","10.0000"
"16986","CLR457","X.3224.CL57","mRECIST","SD"
"16987","CLR457","X.3224.CL57","best.average.response","9.9257"
"16988","CLR457","X.3224.CL57","slope","81.3407"
"16989","CLR457","X.3224.CL57","AUC","409.3864"
"16990","CLR457","X.3224.CL57","survival","67.0000"
"16991","encorafenib","X.3224.enib","mRECIST","PD"
"16992","encorafenib","X.3224.enib","best.average.response","19.9729"
"16993","encorafenib","X.3224.enib","slope","85.0461"
"16994","encorafenib","X.3224.enib","AUC","422.1667"
"16995","encorafenib","X.3224.enib","survival","24.0000"
"16996","HDM201","X.3224.HD01","mRECIST","PD"
"16997","HDM201","X.3224.HD01","best.average.response","149.1119"
"16998","HDM201","X.3224.HD01","slope","88.2093"
"16999","HDM201","X.3224.HD01","AUC","948.4368"
"17000","HDM201","X.3224.HD01","survival","38.0000"
"17001","LEE011","X.3224.LE11","mRECIST","PD"
"17002","LEE011","X.3224.LE11","best.average.response","90.5008"
