"time"	"volume"	"model.id"	"drug"	"batch"	"exp.type"
49	125.7302675	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
52	169.4368822	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
55	175.4197099	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
56	212.416776	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
59	300.1711658	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
63	387.960924	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
66	402.3530701	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
70	584.7130432	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
73	605.7451109	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
77	730.9601	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
84	932.239152	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
87	1143.112501	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
91	1580.611723	"PHLC215_P5.503.A3"	"water"	"PHLC215_P5"	"control"
0	70.90146336	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
7	54.5623	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
14	49.352823	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
21	36.70765228	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
28	67.76760848	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
35	104.9679686	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
42	175.4521891	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
45	208.7375618	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
49	280.4693674	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
52	330.212025	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
55	397.4172634	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
56	449.743008	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
59	688.7191995	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
63	896.9434302	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
66	914.3748245	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
70	1532.8768	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
73	1615.226227	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
77	1729.15392	"PHLC215_P5.507.B2"	"water"	"PHLC215_P5"	"control"
0	72.29432496	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
7	54.96937472	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
14	57.23882736	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
21	47.05242048	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
28	59.816484	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
35	47.779472	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
42	64.09728	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
45	45.45424	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
49	60.00730112	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
52	87.1585052	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
55	51.36768	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
56	94.037112	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
59	137.083869	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
63	148.164016	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
66	106.5049357	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
70	168.328524	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
73	204.2982833	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
77	246.848237	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
84	318.6561997	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
87	366.5824926	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
91	382.377294	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
94	464.1377	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
98	558.891008	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
101	587.0696842	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
105	801.9142144	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
108	1031.554126	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
112	1162.702214	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
115	1236.266128	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
119	1361.590974	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
122	1593.13314	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
126	1931.903297	"PHLC215_P5.508.B3"	"water"	"PHLC215_P5"	"control"
0	75.01052832	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
7	64.373504	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
14	43.67396124	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
21	56.48402864	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
28	69.29724672	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
35	67.99538824	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
42	101.5639373	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
45	108.5894394	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
49	114.8178866	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
52	128.328096	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
55	119.0412288	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
56	123.7392	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
59	170.5314125	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
63	203.254272	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
66	244.579789	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
70	305.634511	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
73	330.5227448	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
77	398.0747384	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
84	560.04	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
87	673.6253389	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
91	756.920502	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
94	790.573056	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
98	813.5493834	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
101	1015.104131	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
105	1106.579968	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
108	1230.305617	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
112	1227.282837	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
115	1388.921068	"PHLC215_P5.511.C1"	"water"	"PHLC215_P5"	"control"
0	58.98391356	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
7	52.86163064	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
14	39.6864	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
21	34.85830556	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
28	50.147851	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
35	74.523852	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
42	94.56635136	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
45	139.020336	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
49	167.8030474	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
52	143.4504614	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
55	167.351808	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
56	175.0535238	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
59	266.2765373	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
63	299.2322528	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
66	407.3234818	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
70	533.667874	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
73	623.502594	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
77	678.2113354	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
84	722.114809	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
87	1084.281232	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
91	1286.833766	"PHLC215_P5.512.C2"	"water"	"PHLC215_P5"	"control"
0	71.497179	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
7	68.8608336	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
14	46.36782592	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
21	56.766528	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
28	58.08048012	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
35	113.7032	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
42	156.762112	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
45	212.0967014	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
49	194.212096	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
52	253.8305453	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
55	327.338388	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
56	311.9502131	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
59	330.7869531	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
63	438.230052	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
66	459.108	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
70	532.489984	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
73	532.586119	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
77	627.3327861	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
84	756.1046938	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
87	816.8671493	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
91	965.8378558	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
94	1023.596048	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
98	1292.244668	"PHLC215_P5.501.A1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
0	70.85405184	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
7	56.36416812	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
14	50.04995632	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
21	49.77968112	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
28	72.497997	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
35	92.91281688	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
42	173.4481382	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
45	194.5445726	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
49	231.179013	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
52	235.3515653	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
55	323.3631398	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
56	298.6955483	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
59	368.3250688	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
63	433.7649716	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
66	525.305664	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
70	489.737664	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
73	482.810913	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
77	527.1438182	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
84	677.7831736	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
87	788.2653033	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
91	797.028414	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
94	898.8933075	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
98	963.5701556	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
101	912.206295	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
105	1121.595311	"PHLC215_P5.504.A4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
0	79.95627744	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
7	59.730814	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
14	42.4287864	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
21	50.14437376	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
28	51.28199128	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
35	58.0636836	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
42	76.92170096	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
45	103.7592878	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
49	90.8905816	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
52	109.140408	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
55	96.892887	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
56	99.37895968	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
59	120.8399098	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
63	121.356144	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
66	172.927664	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
70	190.801129	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
73	201.8313414	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
77	203.919417	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
84	221.6358144	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
87	310.837072	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
91	353.2778309	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
94	428.5052086	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
98	496.87911	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
101	575.0280671	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
105	743.4179438	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
108	689.6023347	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
112	956.2702406	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
115	1211.407462	"PHLC215_P5.505.A5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
0	84.47477584	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
7	77.87765232	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
14	42.25455104	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
21	45.458127	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
28	39.73575424	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
35	50.08351504	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
42	57.436704	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
45	40.1683568	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
49	80.16435648	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
52	86.89273632	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
55	72.33394324	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
56	76.45665456	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
59	79.724736	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
63	77.8861512	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
66	77.96629568	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
70	75.88543456	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
73	63.65044348	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
77	71.907368	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
84	77.283388	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
87	85.27910196	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
91	107.562495	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
94	124.2124312	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
98	142.1769024	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
101	153.8189125	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
105	182.1283339	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
108	174.1244934	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
112	195.0387239	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
115	206.6432144	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
119	237.4605033	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
122	277.111511	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
126	349.594128	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
129	434.41086	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
133	471.0646886	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
136	467.0335748	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
140	574.583022	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
143	499.6674322	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
147	581.4641945	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
150	702.9744134	"PHLC215_P5.506.B1"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
0	82.902209	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
7	83.15773856	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
14	56.316	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
21	43.387344	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
28	82.52842	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
35	65.38256296	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
42	84.624176	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
45	82.93672764	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
49	104.8061274	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
52	143.5551437	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
55	125.3411099	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
56	132.9100531	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
59	145.6540883	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
63	151.0467379	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
66	159.8060755	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
70	190.404396	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
73	234.786175	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
77	220.205116	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
84	283.3834385	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
87	341.961984	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
91	424.037718	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
94	538.9012429	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
98	598.9777586	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
101	621.653292	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
105	833.1054347	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
108	796.1843635	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
112	977.8269779	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
115	1056.554554	"PHLC215_P5.509.B4"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
0	77.84764416	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
7	62.29580292	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
14	40.821404	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
21	49.950992	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
28	47.91147712	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
35	42.26806636	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
42	81.12195	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
45	61.42563856	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
49	52.60737924	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
52	82.03263068	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
55	69.949737	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
56	61.503039	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
59	68.109184	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
63	67.62840448	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
66	85.01124528	"PHLC215_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC215_P5"	"treatment"
