"","batch.id","model.id","type"
"6700","X-3851.encorafenib","X.3851.enib","treatment"
"6701","X-3851.encorafenib + binimetinib","X.3851.uned","control"
"6702","X-3851.encorafenib + binimetinib","X.3851.enib.biib","treatment"
"6703","X-3851.LDE225","X.3851.uned","control"
"6704","X-3851.LDE225","X.3851.LD25","treatment"
"6705","X-3851.LDK378","X.3851.uned","control"
"6706","X-3851.LDK378","X.3851.LD78","treatment"
"6707","X-3851.LEE011","X.3851.uned","control"
"6708","X-3851.LEE011","X.3851.LE11","treatment"
"6709","X-3851.LEE011 + binimetinib","X.3851.uned","control"
"6710","X-3851.LEE011 + binimetinib","X.3851.LE11.biib","treatment"
"6711","X-3851.LEE011 + encorafenib","X.3851.uned","control"
"6712","X-3851.LEE011 + encorafenib","X.3851.LE11.enib","treatment"
"6713","X-3851.LGW813","X.3851.uned","control"
"6714","X-3851.LGW813","X.3851.LG13","treatment"
"6715","X-3851.TAS266","X.3851.uned","control"
"6716","X-3851.TAS266","X.3851.TA66","treatment"
"6717","X-3851.WNT974","X.3851.uned","control"
"6718","X-3851.WNT974","X.3851.WN74","treatment"
"6719","X-3873.BGJ398","X.3873.uned","control"
"6720","X-3873.BGJ398","X.3873.BG98","treatment"
"6721","X-3873.binimetinib","X.3873.uned","control"
"6722","X-3873.binimetinib","X.3873.biib","treatment"
"6723","X-3873.BKM120","X.3873.uned","control"
"6724","X-3873.BKM120","X.3873.BK20","treatment"
"6725","X-3873.BYL719","X.3873.uned","control"
"6726","X-3873.BYL719","X.3873.BY19","treatment"
"6727","X-3873.BYL719 + LEE011","X.3873.uned","control"
"6728","X-3873.BYL719 + LEE011","X.3873.BY19.LE11","treatment"
"6729","X-3873.BYL719 + LJM716","X.3873.uned","control"
"6730","X-3873.BYL719 + LJM716","X.3873.BY19.LJ16","treatment"
"6731","X-3873.CGM097","X.3873.uned","control"
"6732","X-3873.CGM097","X.3873.CG97","treatment"
"6733","X-3873.CLR457","X.3873.uned","control"
"6734","X-3873.CLR457","X.3873.CL57","treatment"
"6735","X-3873.HDM201","X.3873.uned","control"
"6736","X-3873.HDM201","X.3873.HD01","treatment"
"6737","X-3873.INC424","X.3873.uned","control"
"6738","X-3873.INC424","X.3873.IN24","treatment"
"6739","X-3873.LEE011","X.3873.uned","control"
"6740","X-3873.LEE011","X.3873.LE11","treatment"
"6741","X-3873.LEE011 + everolimus","X.3873.uned","control"
"6742","X-3873.LEE011 + everolimus","X.3873.LE11.evus","treatment"
"6743","X-3873.LFA102","X.3873.uned","control"
"6744","X-3873.LFA102","X.3873.LF02","treatment"
"6745","X-3873.LFW527 + everolimus","X.3873.uned","control"
"6746","X-3873.LFW527 + everolimus","X.3873.LF27.evus","treatment"
"6747","X-3873.LJM716","X.3873.uned","control"
"6748","X-3873.LJM716","X.3873.LJ16","treatment"
"6749","X-3873.LJM716 + trastuzumab","X.3873.uned","control"
"6750","X-3873.LJM716 + trastuzumab","X.3873.LJ16.trab","treatment"
"6751","X-3873.LKA136","X.3873.uned","control"
"6752","X-3873.LKA136","X.3873.LK36","treatment"
"6753","X-3873.LLM871","X.3873.uned","control"
"6754","X-3873.LLM871","X.3873.LL71","treatment"
"6755","X-3873.paclitaxel","X.3873.uned","control"
"6756","X-3873.paclitaxel","X.3873.pael","treatment"
"6757","X-3873.tamoxifen","X.3873.uned","control"
"6758","X-3873.tamoxifen","X.3873.taen","treatment"
"6759","X-3873.trastuzumab","X.3873.uned","control"
"6760","X-3873.trastuzumab","X.3873.trab","treatment"
"6761","X-3880.binimetinib","X.3880.uned","control"
"6762","X-3880.binimetinib","X.3880.biib","treatment"
"6763","X-3880.BKM120","X.3880.uned","control"
"6764","X-3880.BKM120","X.3880.BK20","treatment"
"6765","X-3880.BKM120 + encorafenib","X.3880.uned","control"
"6766","X-3880.BKM120 + encorafenib","X.3880.BK20.enib","treatment"
"6767","X-3880.CGM097","X.3880.uned","control"
"6768","X-3880.CGM097","X.3880.CG97","treatment"
"6769","X-3880.dacarbazine","X.3880.uned","control"
"6770","X-3880.dacarbazine","X.3880.dane","treatment"
"6771","X-3880.encorafenib","X.3880.uned","control"
"6772","X-3880.encorafenib","X.3880.enib","treatment"
"6773","X-3880.encorafenib + binimetinib","X.3880.uned","control"
"6774","X-3880.encorafenib + binimetinib","X.3880.enib.biib","treatment"
"6775","X-3880.LDE225","X.3880.uned","control"
"6776","X-3880.LDE225","X.3880.LD25","treatment"
"6777","X-3880.LDK378","X.3880.uned","control"
"6778","X-3880.LDK378","X.3880.LD78","treatment"
"6779","X-3880.LEE011","X.3880.uned","control"
"6780","X-3880.LEE011","X.3880.LE11","treatment"
"6781","X-3880.LEE011 + encorafenib","X.3880.uned","control"
"6782","X-3880.LEE011 + encorafenib","X.3880.LE11.enib","treatment"
"6783","X-3880.LGW813","X.3880.uned","control"
"6784","X-3880.LGW813","X.3880.LG13","treatment"
"6785","X-3880.TAS266","X.3880.uned","control"
"6786","X-3880.TAS266","X.3880.TA66","treatment"
"6787","X-3880.WNT974","X.3880.uned","control"
"6788","X-3880.WNT974","X.3880.WN74","treatment"
"6789","X-3898.abraxane","X.3898.uned","control"
"6790","X-3898.abraxane","X.3898.abne","treatment"
"6791","X-3898.binimetinib","X.3898.uned","control"
"6792","X-3898.binimetinib","X.3898.biib","treatment"
"6793","X-3898.binimetinib-3.5mpk","X.3898.uned","control"
"6794","X-3898.binimetinib-3.5mpk","X.3898.bipk","treatment"
"6795","X-3898.BKM120","X.3898.uned","control"
"6796","X-3898.BKM120","X.3898.BK20","treatment"
"6797","X-3898.BKM120 + binimetinib","X.3898.uned","control"
"6798","X-3898.BKM120 + binimetinib","X.3898.BK20.biib","treatment"
"6799","X-3898.BKM120 + LDE225","X.3898.uned","control"
"6800","X-3898.BKM120 + LDE225","X.3898.BK20.LD25","treatment"
"6801","X-3898.BYL719","X.3898.uned","control"
"6802","X-3898.BYL719","X.3898.BY19","treatment"
"6803","X-3898.BYL719 + LJM716","X.3898.uned","control"
"6804","X-3898.BYL719 + LJM716","X.3898.BY19.LJ16","treatment"
"6805","X-3898.figitumumab","X.3898.uned","control"
"6806","X-3898.figitumumab","X.3898.fiab","treatment"
"6807","X-3898.figitumumab + binimetinib","X.3898.uned","control"
"6808","X-3898.figitumumab + binimetinib","X.3898.fiab.biib","treatment"
"6809","X-3898.gemcitabine-50mpk","X.3898.uned","control"
"6810","X-3898.gemcitabine-50mpk","X.3898.gepk","treatment"
"6811","X-3898.HDM201","X.3898.uned","control"
"6812","X-3898.HDM201","X.3898.HD01","treatment"
"6813","X-3898.INC424","X.3898.uned","control"
"6814","X-3898.INC424","X.3898.IN24","treatment"
"6815","X-3898.INC424 + binimetinib","X.3898.uned","control"
"6816","X-3898.INC424 + binimetinib","X.3898.IN24.biib","treatment"
"6817","X-3898.LEE011","X.3898.uned","control"
"6818","X-3898.LEE011","X.3898.LE11","treatment"
"6819","X-3898.LKA136","X.3898.uned","control"
"6820","X-3898.LKA136","X.3898.LK36","treatment"
"6821","X-3898.trametinib","X.3898.uned","control"
"6822","X-3898.trametinib","X.3898.trib","treatment"
"6823","X-3898.WNT974","X.3898.uned","control"
"6824","X-3898.WNT974","X.3898.WN74","treatment"
"6825","X-3947.abraxane","X.3947.uned","control"
"6826","X-3947.abraxane","X.3947.abne","treatment"
"6827","X-3947.binimetinib","X.3947.uned","control"
"6828","X-3947.binimetinib","X.3947.biib","treatment"
"6829","X-3947.binimetinib-3.5mpk","X.3947.uned","control"
"6830","X-3947.binimetinib-3.5mpk","X.3947.bipk","treatment"
"6831","X-3947.BKM120","X.3947.uned","control"
"6832","X-3947.BKM120","X.3947.BK20","treatment"
"6833","X-3947.BKM120 + binimetinib","X.3947.uned","control"
"6834","X-3947.BKM120 + binimetinib","X.3947.BK20.biib","treatment"
"6835","X-3947.BKM120 + LDE225","X.3947.uned","control"
"6836","X-3947.BKM120 + LDE225","X.3947.BK20.LD25","treatment"
"6837","X-3947.BYL719","X.3947.uned","control"
"6838","X-3947.BYL719","X.3947.BY19","treatment"
"6839","X-3947.BYL719 + LJM716","X.3947.uned","control"
"6840","X-3947.BYL719 + LJM716","X.3947.BY19.LJ16","treatment"
"6841","X-3947.CLR457","X.3947.uned","control"
"6842","X-3947.CLR457","X.3947.CL57","treatment"
"6843","X-3947.figitumumab","X.3947.uned","control"
"6844","X-3947.figitumumab","X.3947.fiab","treatment"
"6845","X-3947.figitumumab + binimetinib","X.3947.uned","control"
"6846","X-3947.figitumumab + binimetinib","X.3947.fiab.biib","treatment"
"6847","X-3947.gemcitabine-50mpk","X.3947.uned","control"
"6848","X-3947.gemcitabine-50mpk","X.3947.gepk","treatment"
"6849","X-3947.HDM201","X.3947.uned","control"
"6850","X-3947.HDM201","X.3947.HD01","treatment"
"6851","X-3947.INC424","X.3947.uned","control"
"6852","X-3947.INC424","X.3947.IN24","treatment"
"6853","X-3947.INC424 + binimetinib","X.3947.uned","control"
"6854","X-3947.INC424 + binimetinib","X.3947.IN24.biib","treatment"
"6855","X-3947.LEE011","X.3947.uned","control"
"6856","X-3947.LEE011","X.3947.LE11","treatment"
"6857","X-3947.LKA136","X.3947.uned","control"
"6858","X-3947.LKA136","X.3947.LK36","treatment"
"6859","X-3947.trametinib","X.3947.uned","control"
"6860","X-3947.trametinib","X.3947.trib","treatment"
"6861","X-3947.WNT974","X.3947.uned","control"
"6862","X-3947.WNT974","X.3947.WN74","treatment"
"6863","X-3990.abraxane","X.3990.uned","control"
"6864","X-3990.abraxane","X.3990.abne","treatment"
"6865","X-3990.binimetinib","X.3990.uned","control"
"6866","X-3990.binimetinib","X.3990.biib","treatment"
"6867","X-3990.binimetinib-3.5mpk","X.3990.uned","control"
"6868","X-3990.binimetinib-3.5mpk","X.3990.bipk","treatment"
"6869","X-3990.BKM120","X.3990.uned","control"
"6870","X-3990.BKM120","X.3990.BK20","treatment"
"6871","X-3990.BKM120 + binimetinib","X.3990.uned","control"
"6872","X-3990.BKM120 + binimetinib","X.3990.BK20.biib","treatment"
"6873","X-3990.BKM120 + LDE225","X.3990.uned","control"
"6874","X-3990.BKM120 + LDE225","X.3990.BK20.LD25","treatment"
"6875","X-3990.BYL719","X.3990.uned","control"
"6876","X-3990.BYL719","X.3990.BY19","treatment"
"6877","X-3990.BYL719 + LJM716","X.3990.uned","control"
"6878","X-3990.BYL719 + LJM716","X.3990.BY19.LJ16","treatment"
"6879","X-3990.CLR457","X.3990.uned","control"
"6880","X-3990.CLR457","X.3990.CL57","treatment"
"6881","X-3990.figitumumab","X.3990.uned","control"
"6882","X-3990.figitumumab","X.3990.fiab","treatment"
"6883","X-3990.figitumumab + binimetinib","X.3990.uned","control"
"6884","X-3990.figitumumab + binimetinib","X.3990.fiab.biib","treatment"
"6885","X-3990.gemcitabine-50mpk","X.3990.uned","control"
"6886","X-3990.gemcitabine-50mpk","X.3990.gepk","treatment"
"6887","X-3990.HDM201","X.3990.uned","control"
"6888","X-3990.HDM201","X.3990.HD01","treatment"
"6889","X-3990.INC424","X.3990.uned","control"
"6890","X-3990.INC424","X.3990.IN24","treatment"
"6891","X-3990.INC424 + binimetinib","X.3990.uned","control"
"6892","X-3990.INC424 + binimetinib","X.3990.IN24.biib","treatment"
"6893","X-3990.LEE011","X.3990.uned","control"
"6894","X-3990.LEE011","X.3990.LE11","treatment"
"6895","X-3990.LKA136","X.3990.uned","control"
"6896","X-3990.LKA136","X.3990.LK36","treatment"
"6897","X-3990.trametinib","X.3990.uned","control"
"6898","X-3990.trametinib","X.3990.trib","treatment"
"6899","X-3990.WNT974","X.3990.uned","control"
"6900","X-3990.WNT974","X.3990.WN74","treatment"
"6901","X-4015.abraxane","X.4015.uned","control"
"6902","X-4015.abraxane","X.4015.abne","treatment"
"6903","X-4015.binimetinib","X.4015.uned","control"
"6904","X-4015.binimetinib","X.4015.biib","treatment"
"6905","X-4015.BKM120 + binimetinib","X.4015.uned","control"
"6906","X-4015.BKM120 + binimetinib","X.4015.BK20.biib","treatment"
"6907","X-4015.BKM120 + LDE225","X.4015.uned","control"
"6908","X-4015.BKM120 + LDE225","X.4015.BK20.LD25","treatment"
"6909","X-4015.BYL719","X.4015.uned","control"
"6910","X-4015.BYL719","X.4015.BY19","treatment"
"6911","X-4015.BYL719 + LJM716","X.4015.uned","control"
"6912","X-4015.BYL719 + LJM716","X.4015.BY19.LJ16","treatment"
"6913","X-4015.CLR457","X.4015.uned","control"
"6914","X-4015.CLR457","X.4015.CL57","treatment"
"6915","X-4015.figitumumab","X.4015.uned","control"
"6916","X-4015.figitumumab","X.4015.fiab","treatment"
"6917","X-4015.figitumumab + binimetinib","X.4015.uned","control"
"6918","X-4015.figitumumab + binimetinib","X.4015.fiab.biib","treatment"
"6919","X-4015.gemcitabine-50mpk","X.4015.uned","control"
"6920","X-4015.gemcitabine-50mpk","X.4015.gepk","treatment"
"6921","X-4015.HDM201","X.4015.uned","control"
"6922","X-4015.HDM201","X.4015.HD01","treatment"
"6923","X-4015.INC424","X.4015.uned","control"
"6924","X-4015.INC424","X.4015.IN24","treatment"
"6925","X-4015.INC424 + binimetinib","X.4015.uned","control"
"6926","X-4015.INC424 + binimetinib","X.4015.IN24.biib","treatment"
"6927","X-4015.LKA136","X.4015.uned","control"
"6928","X-4015.LKA136","X.4015.LK36","treatment"
"6929","X-4015.WNT974","X.4015.uned","control"
"6930","X-4015.WNT974","X.4015.WN74","treatment"
"6931","X-4018.abraxane","X.4018.uned","control"
"6932","X-4018.abraxane","X.4018.abne","treatment"
"6933","X-4018.binimetinib","X.4018.uned","control"
"6934","X-4018.binimetinib","X.4018.biib","treatment"
"6935","X-4018.binimetinib-3.5mpk","X.4018.uned","control"
"6936","X-4018.binimetinib-3.5mpk","X.4018.bipk","treatment"
"6937","X-4018.BKM120","X.4018.uned","control"
"6938","X-4018.BKM120","X.4018.BK20","treatment"
"6939","X-4018.BKM120 + binimetinib","X.4018.uned","control"
"6940","X-4018.BKM120 + binimetinib","X.4018.BK20.biib","treatment"
"6941","X-4018.BKM120 + LDE225","X.4018.uned","control"
"6942","X-4018.BKM120 + LDE225","X.4018.BK20.LD25","treatment"
"6943","X-4018.BYL719","X.4018.uned","control"
"6944","X-4018.BYL719","X.4018.BY19","treatment"
"6945","X-4018.CLR457","X.4018.uned","control"
"6946","X-4018.CLR457","X.4018.CL57","treatment"
"6947","X-4018.figitumumab","X.4018.uned","control"
"6948","X-4018.figitumumab","X.4018.fiab","treatment"
"6949","X-4018.figitumumab + binimetinib","X.4018.uned","control"
"6950","X-4018.figitumumab + binimetinib","X.4018.fiab.biib","treatment"
"6951","X-4018.gemcitabine-50mpk","X.4018.uned","control"
"6952","X-4018.gemcitabine-50mpk","X.4018.gepk","treatment"
"6953","X-4018.HDM201","X.4018.uned","control"
"6954","X-4018.HDM201","X.4018.HD01","treatment"
"6955","X-4018.INC424 + binimetinib","X.4018.uned","control"
"6956","X-4018.INC424 + binimetinib","X.4018.IN24.biib","treatment"
"6957","X-4018.LEE011","X.4018.uned","control"
"6958","X-4018.LEE011","X.4018.LE11","treatment"
"6959","X-4018.LKA136","X.4018.uned","control"
"6960","X-4018.LKA136","X.4018.LK36","treatment"
"6961","X-4018.trametinib","X.4018.uned","control"
"6962","X-4018.trametinib","X.4018.trib","treatment"
"6963","X-4018.WNT974","X.4018.uned","control"
"6964","X-4018.WNT974","X.4018.WN74","treatment"
"6965","X-4087.5FU","X.4087.uned","control"
"6966","X-4087.5FU","X.4087.5FFU","treatment"
"6967","X-4087.binimetinib","X.4087.uned","control"
"6968","X-4087.binimetinib","X.4087.biib","treatment"
"6969","X-4087.BKM120","X.4087.uned","control"
"6970","X-4087.BKM120","X.4087.BK20","treatment"
"6971","X-4087.BKM120 + LJC049","X.4087.uned","control"
"6972","X-4087.BKM120 + LJC049","X.4087.BK20.LJ49","treatment"
"6973","X-4087.BYL719","X.4087.uned","control"
"6974","X-4087.BYL719","X.4087.BY19","treatment"
"6975","X-4087.BYL719 + binimetinib","X.4087.uned","control"
"6976","X-4087.BYL719 + binimetinib","X.4087.BY19.biib","treatment"
"6977","X-4087.BYL719 + cetuximab","X.4087.uned","control"
"6978","X-4087.BYL719 + cetuximab","X.4087.BY19.ceab","treatment"
"6979","X-4087.BYL719 + cetuximab + encorafenib","X.4087.uned","control"
"6980","X-4087.BYL719 + cetuximab + encorafenib","X.4087.BY19.ceab.enib","treatment"
"6981","X-4087.BYL719 + encorafenib","X.4087.uned","control"
"6982","X-4087.BYL719 + encorafenib","X.4087.BY19.enib","treatment"
"6983","X-4087.BYL719 + LJM716","X.4087.uned","control"
"6984","X-4087.BYL719 + LJM716","X.4087.BY19.LJ16","treatment"
"6985","X-4087.cetuximab","X.4087.uned","control"
"6986","X-4087.cetuximab","X.4087.ceab","treatment"
"6987","X-4087.cetuximab + encorafenib","X.4087.uned","control"
"6988","X-4087.cetuximab + encorafenib","X.4087.ceab.enib","treatment"
"6989","X-4087.CGM097","X.4087.uned","control"
"6990","X-4087.CGM097","X.4087.CG97","treatment"
"6991","X-4087.CKX620","X.4087.uned","control"
"6992","X-4087.CKX620","X.4087.CK20","treatment"
"6993","X-4087.CLR457","X.4087.uned","control"
"6994","X-4087.CLR457","X.4087.CL57","treatment"
"6995","X-4087.encorafenib","X.4087.uned","control"
"6996","X-4087.encorafenib","X.4087.enib","treatment"
"6997","X-4087.HDM201","X.4087.uned","control"
"6998","X-4087.HDM201","X.4087.HD01","treatment"
"6999","X-4087.LEE011","X.4087.uned","control"
"7000","X-4087.LEE011","X.4087.LE11","treatment"
"7001","X-4087.LFW527 + binimetinib","X.4087.uned","control"
"7002","X-4087.LFW527 + binimetinib","X.4087.LF27.biib","treatment"
"7003","X-4087.LJC049","X.4087.uned","control"
"7004","X-4087.LJC049","X.4087.LJ49","treatment"
"7005","X-4087.LKA136","X.4087.uned","control"
"7006","X-4087.LKA136","X.4087.LK36","treatment"
"7007","X-4145.abraxane","X.4145.uned","control"
"7008","X-4145.abraxane","X.4145.abne","treatment"
"7009","X-4145.binimetinib","X.4145.uned","control"
"7010","X-4145.binimetinib","X.4145.biib","treatment"
"7011","X-4145.binimetinib-3.5mpk","X.4145.uned","control"
"7012","X-4145.binimetinib-3.5mpk","X.4145.bipk","treatment"
"7013","X-4145.BKM120","X.4145.uned","control"
"7014","X-4145.BKM120","X.4145.BK20","treatment"
"7015","X-4145.BKM120 + binimetinib","X.4145.uned","control"
"7016","X-4145.BKM120 + binimetinib","X.4145.BK20.biib","treatment"
"7017","X-4145.BKM120 + LDE225","X.4145.uned","control"
"7018","X-4145.BKM120 + LDE225","X.4145.BK20.LD25","treatment"
"7019","X-4145.BYL719","X.4145.uned","control"
"7020","X-4145.BYL719","X.4145.BY19","treatment"
"7021","X-4145.BYL719 + LJM716","X.4145.uned","control"
"7022","X-4145.BYL719 + LJM716","X.4145.BY19.LJ16","treatment"
"7023","X-4145.CLR457","X.4145.uned","control"
"7024","X-4145.CLR457","X.4145.CL57","treatment"
"7025","X-4145.figitumumab","X.4145.uned","control"
"7026","X-4145.figitumumab","X.4145.fiab","treatment"
"7027","X-4145.figitumumab + binimetinib","X.4145.uned","control"
"7028","X-4145.figitumumab + binimetinib","X.4145.fiab.biib","treatment"
"7029","X-4145.gemcitabine-50mpk","X.4145.uned","control"
"7030","X-4145.gemcitabine-50mpk","X.4145.gepk","treatment"
"7031","X-4145.HDM201","X.4145.uned","control"
"7032","X-4145.HDM201","X.4145.HD01","treatment"
"7033","X-4145.INC424","X.4145.uned","control"
"7034","X-4145.INC424","X.4145.IN24","treatment"
"7035","X-4145.INC424 + binimetinib","X.4145.uned","control"
"7036","X-4145.INC424 + binimetinib","X.4145.IN24.biib","treatment"
"7037","X-4145.LEE011","X.4145.uned","control"
"7038","X-4145.LEE011","X.4145.LE11","treatment"
"7039","X-4145.LKA136","X.4145.uned","control"
"7040","X-4145.LKA136","X.4145.LK36","treatment"
"7041","X-4145.trametinib","X.4145.uned","control"
"7042","X-4145.trametinib","X.4145.trib","treatment"
"7043","X-4145.WNT974","X.4145.uned","control"
"7044","X-4145.WNT974","X.4145.WN74","treatment"
"7045","X-4157.binimetinib","X.4157.uned","control"
"7046","X-4157.binimetinib","X.4157.biib","treatment"
"7047","X-4157.BKM120","X.4157.uned","control"
"7048","X-4157.BKM120","X.4157.BK20","treatment"
"7049","X-4157.BKM120 + encorafenib","X.4157.uned","control"
"7050","X-4157.BKM120 + encorafenib","X.4157.BK20.enib","treatment"
"7051","X-4157.CGM097","X.4157.uned","control"
"7052","X-4157.CGM097","X.4157.CG97","treatment"
"7053","X-4157.CLR457","X.4157.uned","control"
"7054","X-4157.CLR457","X.4157.CL57","treatment"
"7055","X-4157.dacarbazine","X.4157.uned","control"
"7056","X-4157.dacarbazine","X.4157.dane","treatment"
"7057","X-4157.encorafenib","X.4157.uned","control"
"7058","X-4157.encorafenib","X.4157.enib","treatment"
"7059","X-4157.encorafenib + binimetinib","X.4157.uned","control"
"7060","X-4157.encorafenib + binimetinib","X.4157.enib.biib","treatment"
"7061","X-4157.LDE225","X.4157.uned","control"
"7062","X-4157.LDE225","X.4157.LD25","treatment"
"7063","X-4157.LDK378","X.4157.uned","control"
"7064","X-4157.LDK378","X.4157.LD78","treatment"
"7065","X-4157.LEE011","X.4157.uned","control"
"7066","X-4157.LEE011","X.4157.LE11","treatment"
"7067","X-4157.LEE011 + encorafenib","X.4157.uned","control"
"7068","X-4157.LEE011 + encorafenib","X.4157.LE11.enib","treatment"
"7069","X-4157.LGW813","X.4157.uned","control"
"7070","X-4157.LGW813","X.4157.LG13","treatment"
"7071","X-4157.TAS266","X.4157.uned","control"
"7072","X-4157.TAS266","X.4157.TA66","treatment"
"7073","X-4157.WNT974","X.4157.uned","control"
"7074","X-4157.WNT974","X.4157.WN74","treatment"
"7075","X-4215.abraxane","X.4215.uned","control"
"7076","X-4215.abraxane","X.4215.abne","treatment"
"7077","X-4215.binimetinib","X.4215.uned","control"
"7078","X-4215.binimetinib","X.4215.biib","treatment"
"7079","X-4215.binimetinib-3.5mpk","X.4215.uned","control"
"7080","X-4215.binimetinib-3.5mpk","X.4215.bipk","treatment"
"7081","X-4215.BKM120","X.4215.uned","control"
"7082","X-4215.BKM120","X.4215.BK20","treatment"
"7083","X-4215.BKM120 + LDE225","X.4215.uned","control"
"7084","X-4215.BKM120 + LDE225","X.4215.BK20.LD25","treatment"
"7085","X-4215.BYL719","X.4215.uned","control"
"7086","X-4215.BYL719","X.4215.BY19","treatment"
"7087","X-4215.BYL719 + LJM716","X.4215.uned","control"
"7088","X-4215.BYL719 + LJM716","X.4215.BY19.LJ16","treatment"
"7089","X-4215.CLR457","X.4215.uned","control"
"7090","X-4215.CLR457","X.4215.CL57","treatment"
"7091","X-4215.figitumumab","X.4215.uned","control"
"7092","X-4215.figitumumab","X.4215.fiab","treatment"
"7093","X-4215.figitumumab + binimetinib","X.4215.uned","control"
"7094","X-4215.figitumumab + binimetinib","X.4215.fiab.biib","treatment"
"7095","X-4215.gemcitabine-50mpk","X.4215.uned","control"
"7096","X-4215.gemcitabine-50mpk","X.4215.gepk","treatment"
"7097","X-4215.HDM201","X.4215.uned","control"
"7098","X-4215.HDM201","X.4215.HD01","treatment"
"7099","X-4215.INC424","X.4215.uned","control"
"7100","X-4215.INC424","X.4215.IN24","treatment"
"7101","X-4215.INC424 + binimetinib","X.4215.uned","control"
"7102","X-4215.INC424 + binimetinib","X.4215.IN24.biib","treatment"
"7103","X-4215.LEE011","X.4215.uned","control"
"7104","X-4215.LEE011","X.4215.LE11","treatment"
"7105","X-4215.LKA136","X.4215.uned","control"
"7106","X-4215.LKA136","X.4215.LK36","treatment"
"7107","X-4215.trametinib","X.4215.uned","control"
"7108","X-4215.trametinib","X.4215.trib","treatment"
"7109","X-4215.WNT974","X.4215.uned","control"
"7110","X-4215.WNT974","X.4215.WN74","treatment"
"7111","X-4226.abraxane","X.4226.uned","control"
"7112","X-4226.abraxane","X.4226.abne","treatment"
"7113","X-4226.binimetinib","X.4226.uned","control"
"7114","X-4226.binimetinib","X.4226.biib","treatment"
"7115","X-4226.binimetinib-3.5mpk","X.4226.uned","control"
"7116","X-4226.binimetinib-3.5mpk","X.4226.bipk","treatment"
"7117","X-4226.BKM120","X.4226.uned","control"
"7118","X-4226.BKM120","X.4226.BK20","treatment"
"7119","X-4226.BKM120 + binimetinib","X.4226.uned","control"
"7120","X-4226.BKM120 + binimetinib","X.4226.BK20.biib","treatment"
"7121","X-4226.BKM120 + LDE225","X.4226.uned","control"
"7122","X-4226.BKM120 + LDE225","X.4226.BK20.LD25","treatment"
"7123","X-4226.BYL719","X.4226.uned","control"
"7124","X-4226.BYL719","X.4226.BY19","treatment"
"7125","X-4226.BYL719 + LJM716","X.4226.uned","control"
"7126","X-4226.BYL719 + LJM716","X.4226.BY19.LJ16","treatment"
"7127","X-4226.CLR457","X.4226.uned","control"
"7128","X-4226.CLR457","X.4226.CL57","treatment"
"7129","X-4226.figitumumab","X.4226.uned","control"
"7130","X-4226.figitumumab","X.4226.fiab","treatment"
"7131","X-4226.figitumumab + binimetinib","X.4226.uned","control"
"7132","X-4226.figitumumab + binimetinib","X.4226.fiab.biib","treatment"
"7133","X-4226.gemcitabine-50mpk","X.4226.uned","control"
"7134","X-4226.gemcitabine-50mpk","X.4226.gepk","treatment"
"7135","X-4226.HDM201","X.4226.uned","control"
"7136","X-4226.HDM201","X.4226.HD01","treatment"
"7137","X-4226.INC424","X.4226.uned","control"
"7138","X-4226.INC424","X.4226.IN24","treatment"
"7139","X-4226.INC424 + binimetinib","X.4226.uned","control"
"7140","X-4226.INC424 + binimetinib","X.4226.IN24.biib","treatment"
"7141","X-4226.LEE011","X.4226.uned","control"
"7142","X-4226.LEE011","X.4226.LE11","treatment"
"7143","X-4226.LKA136","X.4226.uned","control"
"7144","X-4226.LKA136","X.4226.LK36","treatment"
"7145","X-4226.trametinib","X.4226.uned","control"
"7146","X-4226.trametinib","X.4226.trib","treatment"
"7147","X-4226.WNT974","X.4226.uned","control"
"7148","X-4226.WNT974","X.4226.WN74","treatment"
"7149","X-4316.abraxane","X.4316.uned","control"
"7150","X-4316.abraxane","X.4316.abne","treatment"
"7151","X-4316.binimetinib","X.4316.uned","control"
"7152","X-4316.binimetinib","X.4316.biib","treatment"
"7153","X-4316.binimetinib-3.5mpk","X.4316.uned","control"
"7154","X-4316.binimetinib-3.5mpk","X.4316.bipk","treatment"
"7155","X-4316.BKM120","X.4316.uned","control"
"7156","X-4316.BKM120","X.4316.BK20","treatment"
"7157","X-4316.BKM120 + LDE225","X.4316.uned","control"
"7158","X-4316.BKM120 + LDE225","X.4316.BK20.LD25","treatment"
"7159","X-4316.BYL719","X.4316.uned","control"
"7160","X-4316.BYL719","X.4316.BY19","treatment"
"7161","X-4316.BYL719 + LJM716","X.4316.uned","control"
"7162","X-4316.BYL719 + LJM716","X.4316.BY19.LJ16","treatment"
"7163","X-4316.CLR457","X.4316.uned","control"
"7164","X-4316.CLR457","X.4316.CL57","treatment"
"7165","X-4316.figitumumab","X.4316.uned","control"
"7166","X-4316.figitumumab","X.4316.fiab","treatment"
"7167","X-4316.figitumumab + binimetinib","X.4316.uned","control"
"7168","X-4316.figitumumab + binimetinib","X.4316.fiab.biib","treatment"
"7169","X-4316.gemcitabine-50mpk","X.4316.uned","control"
"7170","X-4316.gemcitabine-50mpk","X.4316.gepk","treatment"
"7171","X-4316.HDM201","X.4316.uned","control"
"7172","X-4316.HDM201","X.4316.HD01","treatment"
"7173","X-4316.INC424","X.4316.uned","control"
"7174","X-4316.INC424","X.4316.IN24","treatment"
"7175","X-4316.LEE011","X.4316.uned","control"
"7176","X-4316.LEE011","X.4316.LE11","treatment"
