id,model_id,biobase_id,mDataType
11720,X.2822.BY19.biib,X-2822,RNASeq
11721,X.2822.BY19.ceab,X-2822,RNASeq
11722,X.2822.BY19.ceab.enib,X-2822,RNASeq
11723,X.2822.BY19.enib,X-2822,RNASeq
11724,X.2822.BY19.LJ16,X-2822,RNASeq
11725,X.2822.ceab,X-2822,RNASeq
11726,X.2822.ceab.enib,X-2822,RNASeq
11727,X.2822.CG97,X-2822,RNASeq
11728,X.2822.CK20,X-2822,RNASeq
11729,X.2822.CL57,X-2822,RNASeq
11730,X.2822.enib,X-2822,RNASeq
11731,X.2822.HD01,X-2822,RNASeq
11732,X.2822.LE11,X-2822,RNASeq
11733,X.2822.LJ49,X-2822,RNASeq
11734,X.2822.LK36,X-2822,RNASeq
11735,X.2822.uned,X-2822,RNASeq
11736,X.2846.5FFU,X-2846,RNASeq
11737,X.2846.biib,X-2846,RNASeq
11738,X.2846.BK20,X-2846,RNASeq
11739,X.2846.BK20.LJ49,X-2846,RNASeq
11740,X.2846.BY19,X-2846,RNASeq
11741,X.2846.BY19.biib,X-2846,RNASeq
11742,X.2846.BY19.ceab,X-2846,RNASeq
11743,X.2846.BY19.ceab.enib,X-2846,RNASeq
11744,X.2846.BY19.enib,X-2846,RNASeq
11745,X.2846.BY19.LJ16,X-2846,RNASeq
11746,X.2846.ceab,X-2846,RNASeq
11747,X.2846.ceab.enib,X-2846,RNASeq
11748,X.2846.CG97,X-2846,RNASeq
11749,X.2846.CK20,X-2846,RNASeq
11750,X.2846.CL57,X-2846,RNASeq
11751,X.2846.enib,X-2846,RNASeq
11752,X.2846.HD01,X-2846,RNASeq
11753,X.2846.LE11,X-2846,RNASeq
11754,X.2846.LJ49,X-2846,RNASeq
11755,X.2846.LK36,X-2846,RNASeq
11756,X.2846.uned,X-2846,RNASeq
11757,X.2861.5FFU,X-2861,RNASeq
11758,X.2861.biib,X-2861,RNASeq
11759,X.2861.BK20,X-2861,RNASeq
11760,X.2861.BK20.LJ49,X-2861,RNASeq
11761,X.2861.BY19,X-2861,RNASeq
11762,X.2861.BY19.biib,X-2861,RNASeq
11763,X.2861.BY19.ceab,X-2861,RNASeq
11764,X.2861.BY19.ceab.enib,X-2861,RNASeq
11765,X.2861.BY19.enib,X-2861,RNASeq
11766,X.2861.BY19.LJ16,X-2861,RNASeq
11767,X.2861.ceab,X-2861,RNASeq
11768,X.2861.ceab.enib,X-2861,RNASeq
11769,X.2861.CG97,X-2861,RNASeq
11770,X.2861.CK20,X-2861,RNASeq
11771,X.2861.CL57,X-2861,RNASeq
11772,X.2861.enib,X-2861,RNASeq
11773,X.2861.HD01,X-2861,RNASeq
11774,X.2861.LE11,X-2861,RNASeq
11775,X.2861.LF27.biib,X-2861,RNASeq
11776,X.2861.LJ49,X-2861,RNASeq
11777,X.2861.LK36,X-2861,RNASeq
11778,X.2861.uned,X-2861,RNASeq
11779,X.3093.5FFU,X-3093,RNASeq
11780,X.3093.biib,X-3093,RNASeq
11781,X.3093.BK20,X-3093,RNASeq
11782,X.3093.BK20.LJ49,X-3093,RNASeq
11783,X.3093.BY19,X-3093,RNASeq
11784,X.3093.BY19.biib,X-3093,RNASeq
11785,X.3093.BY19.ceab,X-3093,RNASeq
11786,X.3093.BY19.ceab.enib,X-3093,RNASeq
11787,X.3093.BY19.enib,X-3093,RNASeq
11788,X.3093.BY19.LJ16,X-3093,RNASeq
11789,X.3093.ceab,X-3093,RNASeq
11790,X.3093.ceab.enib,X-3093,RNASeq
11791,X.3093.CG97,X-3093,RNASeq
11792,X.3093.CK20,X-3093,RNASeq
11793,X.3093.CL57,X-3093,RNASeq
11794,X.3093.enib,X-3093,RNASeq
11795,X.3093.HD01,X-3093,RNASeq
11796,X.3093.LE11,X-3093,RNASeq
11797,X.3093.LJ49,X-3093,RNASeq
11798,X.3093.LK36,X-3093,RNASeq
11799,X.3093.uned,X-3093,RNASeq
11800,X.3205.5FFU,X-3205,RNASeq
11801,X.3205.biib,X-3205,RNASeq
11802,X.3205.BK20,X-3205,RNASeq
11803,X.3205.BK20.LJ49,X-3205,RNASeq
11804,X.3205.BY19,X-3205,RNASeq
11805,X.3205.BY19.biib,X-3205,RNASeq
11806,X.3205.BY19.ceab,X-3205,RNASeq
11807,X.3205.BY19.ceab.enib,X-3205,RNASeq
11808,X.3205.BY19.enib,X-3205,RNASeq
11809,X.3205.BY19.LJ16,X-3205,RNASeq
11810,X.3205.ceab,X-3205,RNASeq
11811,X.3205.ceab.enib,X-3205,RNASeq
11812,X.3205.CG97,X-3205,RNASeq
11813,X.3205.CK20,X-3205,RNASeq
11814,X.3205.CL57,X-3205,RNASeq
11815,X.3205.enib,X-3205,RNASeq
11816,X.3205.HD01,X-3205,RNASeq
11817,X.3205.LE11,X-3205,RNASeq
11818,X.3205.LF27.biib,X-3205,RNASeq
11819,X.3205.LJ49,X-3205,RNASeq
11820,X.3205.LK36,X-3205,RNASeq
11821,X.3205.uned,X-3205,RNASeq
11822,X.3224.5FFU,X-3224,RNASeq
11823,X.3224.biib,X-3224,RNASeq
11824,X.3224.BK20,X-3224,RNASeq
11825,X.3224.BK20.LJ49,X-3224,RNASeq
11826,X.3224.BY19,X-3224,RNASeq
11827,X.3224.BY19.biib,X-3224,RNASeq
11828,X.3224.BY19.ceab,X-3224,RNASeq
11829,X.3224.BY19.ceab.enib,X-3224,RNASeq
11830,X.3224.BY19.enib,X-3224,RNASeq
11831,X.3224.BY19.LJ16,X-3224,RNASeq
11832,X.3224.ceab,X-3224,RNASeq
11833,X.3224.ceab.enib,X-3224,RNASeq
11834,X.3224.CG97,X-3224,RNASeq
11835,X.3224.CK20,X-3224,RNASeq
11836,X.3224.CL57,X-3224,RNASeq
11837,X.3224.enib,X-3224,RNASeq
11838,X.3224.HD01,X-3224,RNASeq
11839,X.3224.LE11,X-3224,RNASeq
11840,X.3224.LJ49,X-3224,RNASeq
11841,X.3224.LK36,X-3224,RNASeq
11842,X.3224.uned,X-3224,RNASeq
11843,X.3267.5FFU,X-3267,RNASeq
11844,X.3267.biib,X-3267,RNASeq
11845,X.3267.BK20,X-3267,RNASeq
11846,X.3267.BK20.LJ49,X-3267,RNASeq
11847,X.3267.BY19,X-3267,RNASeq
11848,X.3267.BY19.biib,X-3267,RNASeq
11849,X.3267.BY19.ceab,X-3267,RNASeq
11850,X.3267.BY19.ceab.enib,X-3267,RNASeq
11851,X.3267.BY19.enib,X-3267,RNASeq
11852,X.3267.BY19.LJ16,X-3267,RNASeq
11853,X.3267.ceab,X-3267,RNASeq
11854,X.3267.ceab.enib,X-3267,RNASeq
11855,X.3267.CG97,X-3267,RNASeq
11856,X.3267.CK20,X-3267,RNASeq
11857,X.3267.CL57,X-3267,RNASeq
11858,X.3267.enib,X-3267,RNASeq
11859,X.3267.HD01,X-3267,RNASeq
11860,X.3267.LE11,X-3267,RNASeq
11861,X.3267.LJ49,X-3267,RNASeq
11862,X.3267.LK36,X-3267,RNASeq
11863,X.3267.uned,X-3267,RNASeq
11864,X.3671.5FFU,X-3671,RNASeq
11865,X.3671.biib,X-3671,RNASeq
11866,X.3671.ceab,X-3671,RNASeq
11867,X.3671.uned,X-3671,RNASeq
11868,X.3684.LF27.biib,X-3684,RNASeq
11869,X.3792.5FFU,X-3792,RNASeq
11870,X.3792.biib,X-3792,RNASeq
11871,X.3792.BK20,X-3792,RNASeq
11872,X.3792.BK20.LJ49,X-3792,RNASeq
11873,X.3792.BY19,X-3792,RNASeq
11874,X.3792.BY19.biib,X-3792,RNASeq
11875,X.3792.BY19.ceab,X-3792,RNASeq
11876,X.3792.BY19.ceab.enib,X-3792,RNASeq
11877,X.3792.BY19.enib,X-3792,RNASeq
11878,X.3792.BY19.LJ16,X-3792,RNASeq
11879,X.3792.ceab,X-3792,RNASeq
11880,X.3792.ceab.enib,X-3792,RNASeq
11881,X.3792.CG97,X-3792,RNASeq
11882,X.3792.CK20,X-3792,RNASeq
11883,X.3792.CL57,X-3792,RNASeq
11884,X.3792.enib,X-3792,RNASeq
11885,X.3792.HD01,X-3792,RNASeq
11886,X.3792.LE11,X-3792,RNASeq
11887,X.3792.LF27.biib,X-3792,RNASeq
11888,X.3792.LJ49,X-3792,RNASeq
11889,X.3792.LK36,X-3792,RNASeq
11890,X.3792.uned,X-3792,RNASeq
11891,X.4087.5FFU,X-4087,RNASeq
11892,X.4087.biib,X-4087,RNASeq
11893,X.4087.BK20,X-4087,RNASeq
11894,X.4087.BK20.LJ49,X-4087,RNASeq
11895,X.4087.BY19,X-4087,RNASeq
11896,X.4087.BY19.biib,X-4087,RNASeq
11897,X.4087.BY19.ceab,X-4087,RNASeq
11898,X.4087.BY19.ceab.enib,X-4087,RNASeq
11899,X.4087.BY19.enib,X-4087,RNASeq
11900,X.4087.BY19.LJ16,X-4087,RNASeq
11901,X.4087.ceab,X-4087,RNASeq
11902,X.4087.ceab.enib,X-4087,RNASeq
11903,X.4087.CG97,X-4087,RNASeq
11904,X.4087.CK20,X-4087,RNASeq
11905,X.4087.CL57,X-4087,RNASeq
11906,X.4087.enib,X-4087,RNASeq
11907,X.4087.HD01,X-4087,RNASeq
11908,X.4087.LE11,X-4087,RNASeq
11909,X.4087.LF27.biib,X-4087,RNASeq
11910,X.4087.LJ49,X-4087,RNASeq
11911,X.4087.LK36,X-4087,RNASeq
11912,X.4087.uned,X-4087,RNASeq
11913,X.4145.abne,X-4145,RNASeq
11914,X.4145.biib,X-4145,RNASeq
11915,X.4145.bipk,X-4145,RNASeq
11916,X.4145.BK20,X-4145,RNASeq
11917,X.4145.BK20.biib,X-4145,RNASeq
11918,X.4145.BK20.LD25,X-4145,RNASeq
11919,X.4145.BY19,X-4145,RNASeq
11920,X.4145.BY19.LJ16,X-4145,RNASeq
11921,X.4145.CL57,X-4145,RNASeq
11922,X.4145.fiab,X-4145,RNASeq
11923,X.4145.fiab.biib,X-4145,RNASeq
11924,X.4145.gepk,X-4145,RNASeq
11925,X.4145.HD01,X-4145,RNASeq
11926,X.4145.IN24,X-4145,RNASeq
11927,X.4145.IN24.biib,X-4145,RNASeq
11928,X.4145.LE11,X-4145,RNASeq
11929,X.4145.LK36,X-4145,RNASeq
11930,X.4145.trib,X-4145,RNASeq
11931,X.4145.uned,X-4145,RNASeq
11932,X.4145.WN74,X-4145,RNASeq
11933,X.5238.LF27.biib,X-5238,RNASeq
11934,X.5254.5FFU,X-5254,RNASeq
11935,X.5254.biib,X-5254,RNASeq
11936,X.5254.BK20,X-5254,RNASeq
11937,X.5254.BK20.LJ49,X-5254,RNASeq
11938,X.5254.BY19,X-5254,RNASeq
11939,X.5254.BY19.biib,X-5254,RNASeq
11940,X.5254.BY19.ceab,X-5254,RNASeq
11941,X.5254.BY19.ceab.enib,X-5254,RNASeq
11942,X.5254.BY19.enib,X-5254,RNASeq
11943,X.5254.BY19.LJ16,X-5254,RNASeq
11944,X.5254.ceab,X-5254,RNASeq
11945,X.5254.ceab.enib,X-5254,RNASeq
11946,X.5254.CG97,X-5254,RNASeq
11947,X.5254.CK20,X-5254,RNASeq
11948,X.5254.CL57,X-5254,RNASeq
11949,X.5254.enib,X-5254,RNASeq
11950,X.5254.HD01,X-5254,RNASeq
11951,X.5254.LE11,X-5254,RNASeq
11952,X.5254.LF27.biib,X-5254,RNASeq
11953,X.5254.LJ49,X-5254,RNASeq
11954,X.5254.LK36,X-5254,RNASeq
11955,X.5254.uned,X-5254,RNASeq
11956,X.5405.5FFU,X-5405,RNASeq
11957,X.5405.biib,X-5405,RNASeq
11958,X.5405.BK20,X-5405,RNASeq
11959,X.5405.BK20.LJ49,X-5405,RNASeq
11960,X.5405.BY19,X-5405,RNASeq
11961,X.5405.BY19.biib,X-5405,RNASeq
11962,X.5405.BY19.ceab,X-5405,RNASeq
11963,X.5405.BY19.ceab.enib,X-5405,RNASeq
11964,X.5405.BY19.enib,X-5405,RNASeq
11965,X.5405.BY19.LJ16,X-5405,RNASeq
11966,X.5405.ceab,X-5405,RNASeq
11967,X.5405.ceab.enib,X-5405,RNASeq
11968,X.5405.CG97,X-5405,RNASeq
11969,X.5405.CK20,X-5405,RNASeq
11970,X.5405.CL57,X-5405,RNASeq
11971,X.5405.enib,X-5405,RNASeq
11972,X.5405.HD01,X-5405,RNASeq
11973,X.5405.LE11,X-5405,RNASeq
11974,X.5405.LJ49,X-5405,RNASeq
11975,X.5405.LK36,X-5405,RNASeq
11976,X.5405.uned,X-5405,RNASeq
11977,X.5421.LF27.biib,X-5421,RNASeq
11978,X.5438.5FFU,X-5438,RNASeq
11979,X.5438.biib,X-5438,RNASeq
11980,X.5438.BK20,X-5438,RNASeq
11981,X.5438.BK20.LJ49,X-5438,RNASeq
11982,X.5438.BY19,X-5438,RNASeq
11983,X.5438.BY19.biib,X-5438,RNASeq
11984,X.5438.BY19.ceab,X-5438,RNASeq
11985,X.5438.BY19.ceab.enib,X-5438,RNASeq
11986,X.5438.BY19.enib,X-5438,RNASeq
11987,X.5438.BY19.LJ16,X-5438,RNASeq
11988,X.5438.ceab,X-5438,RNASeq
11989,X.5438.ceab.enib,X-5438,RNASeq
11990,X.5438.CG97,X-5438,RNASeq
11991,X.5438.CK20,X-5438,RNASeq
11992,X.5438.CL57,X-5438,RNASeq
11993,X.5438.enib,X-5438,RNASeq
11994,X.5438.HD01,X-5438,RNASeq
11995,X.5438.LE11,X-5438,RNASeq
11996,X.5438.LF27.biib,X-5438,RNASeq
11997,X.5438.LJ49,X-5438,RNASeq
11998,X.5438.LK36,X-5438,RNASeq
11999,X.5438.uned,X-5438,RNASeq
12000,X.5446.5FFU,X-5446,RNASeq
12001,X.5446.biib,X-5446,RNASeq
12002,X.5446.BK20,X-5446,RNASeq
12003,X.5446.BK20.LJ49,X-5446,RNASeq
12004,X.5446.BY19,X-5446,RNASeq
12005,X.5446.BY19.biib,X-5446,RNASeq
12006,X.5446.BY19.ceab,X-5446,RNASeq
12007,X.5446.BY19.ceab.enib,X-5446,RNASeq
12008,X.5446.BY19.enib,X-5446,RNASeq
12009,X.5446.BY19.LJ16,X-5446,RNASeq
12010,X.5446.ceab,X-5446,RNASeq
12011,X.5446.ceab.enib,X-5446,RNASeq
12012,X.5446.CG97,X-5446,RNASeq
12013,X.5446.CK20,X-5446,RNASeq
12014,X.5446.CL57,X-5446,RNASeq
12015,X.5446.enib,X-5446,RNASeq
12016,X.5446.HD01,X-5446,RNASeq
12017,X.5446.LE11,X-5446,RNASeq
12018,X.5446.LF27.biib,X-5446,RNASeq
12019,X.5446.LJ49,X-5446,RNASeq
12020,X.5446.LK36,X-5446,RNASeq
12021,X.5446.uned,X-5446,RNASeq
12022,X.5494.5FFU,X-5494,RNASeq
12023,X.5494.biib,X-5494,RNASeq
12024,X.5494.BK20,X-5494,RNASeq
12025,X.5494.BK20.LJ49,X-5494,RNASeq
12026,X.5494.BY19,X-5494,RNASeq
12027,X.5494.BY19.biib,X-5494,RNASeq
12028,X.5494.BY19.ceab.enib,X-5494,RNASeq
12029,X.5494.BY19.enib,X-5494,RNASeq
12030,X.5494.BY19.LJ16,X-5494,RNASeq
12031,X.5494.ceab.enib,X-5494,RNASeq
12032,X.5494.CG97,X-5494,RNASeq
12033,X.5494.CK20,X-5494,RNASeq
12034,X.5494.CL57,X-5494,RNASeq
12035,X.5494.enib,X-5494,RNASeq
12036,X.5494.HD01,X-5494,RNASeq
12037,X.5494.LE11,X-5494,RNASeq
12038,X.5494.LJ49,X-5494,RNASeq
12039,X.5494.LK36,X-5494,RNASeq
12040,X.5494.uned,X-5494,RNASeq
12041,X.5495.5FFU,X-5495,RNASeq
12042,X.5495.biib,X-5495,RNASeq
12043,X.5495.BK20,X-5495,RNASeq
12044,X.5495.BK20.LJ49,X-5495,RNASeq
12045,X.5495.BY19,X-5495,RNASeq
12046,X.5495.BY19.biib,X-5495,RNASeq
12047,X.5495.BY19.ceab,X-5495,RNASeq
12048,X.5495.BY19.ceab.enib,X-5495,RNASeq
12049,X.5495.BY19.enib,X-5495,RNASeq
12050,X.5495.BY19.LJ16,X-5495,RNASeq
12051,X.5495.ceab,X-5495,RNASeq
12052,X.5495.ceab.enib,X-5495,RNASeq
12053,X.5495.CG97,X-5495,RNASeq
12054,X.5495.CK20,X-5495,RNASeq
12055,X.5495.CL57,X-5495,RNASeq
12056,X.5495.enib,X-5495,RNASeq
12057,X.5495.HD01,X-5495,RNASeq
12058,X.5495.LE11,X-5495,RNASeq
12059,X.5495.LF27.biib,X-5495,RNASeq
12060,X.5495.LJ49,X-5495,RNASeq
12061,X.5495.LK36,X-5495,RNASeq
12062,X.5495.uned,X-5495,RNASeq
12063,X.5578.5FFU,X-5578,RNASeq
12064,X.5578.biib,X-5578,RNASeq
12065,X.5578.BK20,X-5578,RNASeq
12066,X.5578.BK20.LJ49,X-5578,RNASeq
12067,X.5578.BY19,X-5578,RNASeq
12068,X.5578.BY19.biib,X-5578,RNASeq
12069,X.5578.BY19.ceab,X-5578,RNASeq
12070,X.5578.BY19.ceab.enib,X-5578,RNASeq
12071,X.5578.BY19.enib,X-5578,RNASeq
12072,X.5578.BY19.LJ16,X-5578,RNASeq
12073,X.5578.ceab,X-5578,RNASeq
12074,X.5578.ceab.enib,X-5578,RNASeq
12075,X.5578.CG97,X-5578,RNASeq
12076,X.5578.CK20,X-5578,RNASeq
12077,X.5578.CL57,X-5578,RNASeq
12078,X.5578.enib,X-5578,RNASeq
12079,X.5578.HD01,X-5578,RNASeq
12080,X.5578.LE11,X-5578,RNASeq
12081,X.5578.LJ49,X-5578,RNASeq
12082,X.5578.LK36,X-5578,RNASeq
12083,X.5578.uned,X-5578,RNASeq
12084,X.1027.5FFU,X-1027,mutation
12085,X.1027.biib,X-1027,mutation
12086,X.1027.BK20,X-1027,mutation
12087,X.1027.BK20.LJ49,X-1027,mutation
12088,X.1027.BY19,X-1027,mutation
12089,X.1027.BY19.biib,X-1027,mutation
12090,X.1027.BY19.ceab,X-1027,mutation
12091,X.1027.BY19.ceab.enib,X-1027,mutation
12092,X.1027.BY19.enib,X-1027,mutation
12093,X.1027.BY19.LJ16,X-1027,mutation
12094,X.1027.ceab,X-1027,mutation
12095,X.1027.ceab.enib,X-1027,mutation
12096,X.1027.CG97,X-1027,mutation
12097,X.1027.CK20,X-1027,mutation
12098,X.1027.CL57,X-1027,mutation
12099,X.1027.enib,X-1027,mutation
12100,X.1027.HD01,X-1027,mutation
12101,X.1027.LE11,X-1027,mutation
12102,X.1027.LJ49,X-1027,mutation
12103,X.1027.LK36,X-1027,mutation
12104,X.1027.uned,X-1027,mutation
12105,X.1119.5FFU,X-1119,mutation
12106,X.1119.biib,X-1119,mutation
12107,X.1119.BK20,X-1119,mutation
12108,X.1119.BK20.LJ49,X-1119,mutation
12109,X.1119.BY19,X-1119,mutation
12110,X.1119.BY19.biib,X-1119,mutation
12111,X.1119.BY19.ceab,X-1119,mutation
12112,X.1119.BY19.ceab.enib,X-1119,mutation
12113,X.1119.BY19.enib,X-1119,mutation
12114,X.1119.BY19.LJ16,X-1119,mutation
12115,X.1119.ceab,X-1119,mutation
12116,X.1119.ceab.enib,X-1119,mutation
12117,X.1119.CG97,X-1119,mutation
12118,X.1119.CK20,X-1119,mutation
12119,X.1119.CL57,X-1119,mutation
12120,X.1119.enib,X-1119,mutation
12121,X.1119.HD01,X-1119,mutation
12122,X.1119.LE11,X-1119,mutation
12123,X.1119.LF27.biib,X-1119,mutation
12124,X.1119.LJ49,X-1119,mutation
12125,X.1119.LK36,X-1119,mutation
12126,X.1119.uned,X-1119,mutation
12127,X.1167.5FFU,X-1167,mutation
12128,X.1167.biib,X-1167,mutation
12129,X.1167.BK20,X-1167,mutation
12130,X.1167.BK20.LJ49,X-1167,mutation
12131,X.1167.BY19,X-1167,mutation
12132,X.1167.BY19.biib,X-1167,mutation
12133,X.1167.BY19.ceab,X-1167,mutation
12134,X.1167.BY19.ceab.enib,X-1167,mutation
12135,X.1167.BY19.enib,X-1167,mutation
12136,X.1167.BY19.LJ16,X-1167,mutation
12137,X.1167.ceab,X-1167,mutation
12138,X.1167.ceab.enib,X-1167,mutation
12139,X.1167.CG97,X-1167,mutation
12140,X.1167.CK20,X-1167,mutation
12141,X.1167.CL57,X-1167,mutation
12142,X.1167.enib,X-1167,mutation
12143,X.1167.HD01,X-1167,mutation
12144,X.1167.LE11,X-1167,mutation
12145,X.1167.LF27.biib,X-1167,mutation
12146,X.1167.LJ49,X-1167,mutation
12147,X.1167.LK36,X-1167,mutation
12148,X.1167.uned,X-1167,mutation
12149,X.1173.5FFU,X-1173,mutation
12150,X.1173.biib,X-1173,mutation
12151,X.1173.BK20,X-1173,mutation
12152,X.1173.BK20.LJ49,X-1173,mutation
12153,X.1173.BY19,X-1173,mutation
12154,X.1173.BY19.biib,X-1173,mutation
12155,X.1173.BY19.ceab,X-1173,mutation
12156,X.1173.BY19.ceab.enib,X-1173,mutation
12157,X.1173.BY19.enib,X-1173,mutation
12158,X.1173.BY19.LJ16,X-1173,mutation
12159,X.1173.ceab,X-1173,mutation
12160,X.1173.ceab.enib,X-1173,mutation
12161,X.1173.CG97,X-1173,mutation
12162,X.1173.CK20,X-1173,mutation
12163,X.1173.CL57,X-1173,mutation
12164,X.1173.enib,X-1173,mutation
12165,X.1173.HD01,X-1173,mutation
12166,X.1173.LE11,X-1173,mutation
12167,X.1173.LJ49,X-1173,mutation
12168,X.1173.LK36,X-1173,mutation
12169,X.1173.uned,X-1173,mutation
12170,X.1210.LF27.biib,X-1210,mutation
12171,X.1234.LF27.biib,X-1234,mutation
12172,X.1256.LF27.biib,X-1256,mutation
12173,X.1270.5FFU,X-1270,mutation
12174,X.1270.biib,X-1270,mutation
12175,X.1270.BK20,X-1270,mutation
12176,X.1270.BK20.LJ49,X-1270,mutation
12177,X.1270.BY19,X-1270,mutation
12178,X.1270.BY19.biib,X-1270,mutation
12179,X.1270.BY19.ceab,X-1270,mutation
12180,X.1270.BY19.ceab.enib,X-1270,mutation
12181,X.1270.BY19.enib,X-1270,mutation
12182,X.1270.BY19.LJ16,X-1270,mutation
12183,X.1270.ceab,X-1270,mutation
12184,X.1270.ceab.enib,X-1270,mutation
12185,X.1270.CG97,X-1270,mutation
12186,X.1270.CK20,X-1270,mutation
12187,X.1270.CL57,X-1270,mutation
12188,X.1270.enib,X-1270,mutation
12189,X.1270.HD01,X-1270,mutation
12190,X.1270.LE11,X-1270,mutation
12191,X.1270.LJ49,X-1270,mutation
12192,X.1270.LK36,X-1270,mutation
12193,X.1270.uned,X-1270,mutation
12194,X.1290.5FFU,X-1290,mutation
12195,X.1290.biib,X-1290,mutation
12196,X.1290.BK20,X-1290,mutation
12197,X.1290.BK20.LJ49,X-1290,mutation
12198,X.1290.BY19,X-1290,mutation
12199,X.1290.BY19.biib,X-1290,mutation
12200,X.1290.BY19.ceab,X-1290,mutation
12201,X.1290.BY19.ceab.enib,X-1290,mutation
12202,X.1290.BY19.enib,X-1290,mutation
12203,X.1290.BY19.LJ16,X-1290,mutation
12204,X.1290.ceab,X-1290,mutation
12205,X.1290.ceab.enib,X-1290,mutation
12206,X.1290.CG97,X-1290,mutation
12207,X.1290.CK20,X-1290,mutation
12208,X.1290.CL57,X-1290,mutation
12209,X.1290.enib,X-1290,mutation
12210,X.1290.HD01,X-1290,mutation
12211,X.1290.LE11,X-1290,mutation
12212,X.1290.LF27.biib,X-1290,mutation
12213,X.1290.LJ49,X-1290,mutation
12214,X.1290.LK36,X-1290,mutation
12215,X.1290.uned,X-1290,mutation
12216,X.1303.5FFU,X-1303,mutation
12217,X.1303.biib,X-1303,mutation
12218,X.1303.BK20,X-1303,mutation
12219,X.1303.BY19,X-1303,mutation
12220,X.1303.BY19.biib,X-1303,mutation
12221,X.1303.BY19.ceab,X-1303,mutation
12222,X.1303.BY19.ceab.enib,X-1303,mutation
12223,X.1303.BY19.LJ16,X-1303,mutation
12224,X.1303.ceab,X-1303,mutation
12225,X.1303.ceab.enib,X-1303,mutation
12226,X.1303.CG97,X-1303,mutation
12227,X.1303.CK20,X-1303,mutation
12228,X.1303.CL57,X-1303,mutation
12229,X.1303.enib,X-1303,mutation
12230,X.1303.HD01,X-1303,mutation
12231,X.1303.LE11,X-1303,mutation
12232,X.1303.LF27.biib,X-1303,mutation
12233,X.1303.LJ49,X-1303,mutation
12234,X.1303.LK36,X-1303,mutation
12235,X.1303.uned,X-1303,mutation
12236,X.1329.5FFU,X-1329,mutation
12237,X.1329.biib,X-1329,mutation
12238,X.1329.BK20,X-1329,mutation
12239,X.1329.BK20.LJ49,X-1329,mutation
12240,X.1329.BY19,X-1329,mutation
12241,X.1329.BY19.biib,X-1329,mutation
12242,X.1329.BY19.ceab,X-1329,mutation
12243,X.1329.BY19.ceab.enib,X-1329,mutation
12244,X.1329.BY19.enib,X-1329,mutation
12245,X.1329.BY19.LJ16,X-1329,mutation
12246,X.1329.ceab,X-1329,mutation
12247,X.1329.ceab.enib,X-1329,mutation
12248,X.1329.CG97,X-1329,mutation
12249,X.1329.CK20,X-1329,mutation
12250,X.1329.CL57,X-1329,mutation
12251,X.1329.enib,X-1329,mutation
12252,X.1329.HD01,X-1329,mutation
12253,X.1329.LE11,X-1329,mutation
12254,X.1329.LF27.biib,X-1329,mutation
12255,X.1329.LJ49,X-1329,mutation
12256,X.1329.LK36,X-1329,mutation
12257,X.1329.uned,X-1329,mutation
12258,X.1441.5FFU,X-1441,mutation
12259,X.1441.biib,X-1441,mutation
12260,X.1441.BK20,X-1441,mutation
12261,X.1441.BK20.LJ49,X-1441,mutation
12262,X.1441.BY19,X-1441,mutation
12263,X.1441.BY19.biib,X-1441,mutation
12264,X.1441.BY19.ceab,X-1441,mutation
12265,X.1441.BY19.ceab.enib,X-1441,mutation
12266,X.1441.BY19.enib,X-1441,mutation
12267,X.1441.BY19.LJ16,X-1441,mutation
12268,X.1441.ceab,X-1441,mutation
12269,X.1441.ceab.enib,X-1441,mutation
12270,X.1441.CG97,X-1441,mutation
12271,X.1441.CK20,X-1441,mutation
12272,X.1441.CL57,X-1441,mutation
12273,X.1441.enib,X-1441,mutation
12274,X.1441.HD01,X-1441,mutation
12275,X.1441.LE11,X-1441,mutation
12276,X.1441.LJ49,X-1441,mutation
12277,X.1441.LK36,X-1441,mutation
12278,X.1441.uned,X-1441,mutation
12279,X.1443.5FFU,X-1443,mutation
12280,X.1443.biib,X-1443,mutation
12281,X.1443.BK20,X-1443,mutation
12282,X.1443.BK20.LJ49,X-1443,mutation
12283,X.1443.BY19,X-1443,mutation
12284,X.1443.BY19.biib,X-1443,mutation
12285,X.1443.BY19.ceab,X-1443,mutation
12286,X.1443.BY19.ceab.enib,X-1443,mutation
12287,X.1443.BY19.enib,X-1443,mutation
12288,X.1443.BY19.LJ16,X-1443,mutation
12289,X.1443.ceab,X-1443,mutation
12290,X.1443.ceab.enib,X-1443,mutation
12291,X.1443.CG97,X-1443,mutation
12292,X.1443.CK20,X-1443,mutation
12293,X.1443.CL57,X-1443,mutation
12294,X.1443.enib,X-1443,mutation
12295,X.1443.HD01,X-1443,mutation
12296,X.1443.LE11,X-1443,mutation
12297,X.1443.LF27.biib,X-1443,mutation
12298,X.1443.LJ49,X-1443,mutation
12299,X.1443.LK36,X-1443,mutation
12300,X.1443.uned,X-1443,mutation
12301,X.1479.5FFU,X-1479,mutation
12302,X.1479.biib,X-1479,mutation
12303,X.1479.BK20,X-1479,mutation
12304,X.1479.BK20.LJ49,X-1479,mutation
12305,X.1479.BY19,X-1479,mutation
12306,X.1479.BY19.biib,X-1479,mutation
12307,X.1479.BY19.ceab,X-1479,mutation
12308,X.1479.BY19.ceab.enib,X-1479,mutation
12309,X.1479.BY19.enib,X-1479,mutation
12310,X.1479.BY19.LJ16,X-1479,mutation
