model_id,tissue_id,tissue,patient_id,drug,tested,dataset
X.3453.CGM097,BRCA,,X-3453,CGM097,FALSE,1
X.3453.CLR457,BRCA,,X-3453,CLR457,FALSE,1
X.3453.HDM201,BRCA,,X-3453,HDM201,FALSE,1
X.3453.INC424,BRCA,,X-3453,INC424,FALSE,1
X.3453.LEE011,BRCA,,X-3453,LEE011,FALSE,1
X.3453.LEE011 + everolimus,BRCA,,X-3453,LEE011 + everolimus,FALSE,1
X.3453.LFA102,BRCA,,X-3453,LFA102,FALSE,1
X.3453.LJM716,BRCA,,X-3453,LJM716,FALSE,1
X.3453.LJM716 + trastuzumab,BRCA,,X-3453,LJM716 + trastuzumab,FALSE,1
X.3453.LKA136,BRCA,,X-3453,LKA136,FALSE,1
X.3453.LLM871,BRCA,,X-3453,LLM871,FALSE,1
X.3453.paclitaxel,BRCA,,X-3453,paclitaxel,FALSE,1
X.3453.tamoxifen,BRCA,,X-3453,tamoxifen,FALSE,1
X.3453.trastuzumab,BRCA,,X-3453,trastuzumab,FALSE,1
X.3453.untreated,BRCA,,X-3453,untreated,FALSE,1
X.3697.LFW527 + everolimus,BRCA,,X-3697,LFW527 + everolimus,FALSE,1
X.4824.LFW527 + everolimus,BRCA,,X-4824,LFW527 + everolimus,FALSE,1
X.4949.LFW527 + everolimus,BRCA,,X-4949,LFW527 + everolimus,FALSE,1
X.5541.BGJ398,BRCA,,X-5541,BGJ398,FALSE,1
X.5541.binimetinib,BRCA,,X-5541,binimetinib,FALSE,1
X.5541.BKM120,BRCA,,X-5541,BKM120,FALSE,1
X.5541.BYL719,BRCA,,X-5541,BYL719,FALSE,1
X.5541.BYL719 + LEE011,BRCA,,X-5541,BYL719 + LEE011,FALSE,1
X.5541.BYL719 + LJM716,BRCA,,X-5541,BYL719 + LJM716,FALSE,1
X.5541.CGM097,BRCA,,X-5541,CGM097,FALSE,1
X.5541.CLR457,BRCA,,X-5541,CLR457,FALSE,1
X.5541.HDM201,BRCA,,X-5541,HDM201,FALSE,1
X.5541.INC424,BRCA,,X-5541,INC424,FALSE,1
X.5541.LEE011,BRCA,,X-5541,LEE011,FALSE,1
X.5541.LEE011 + everolimus,BRCA,,X-5541,LEE011 + everolimus,FALSE,1
X.5541.LFA102,BRCA,,X-5541,LFA102,FALSE,1
X.5541.LJM716,BRCA,,X-5541,LJM716,FALSE,1
X.5541.LJM716 + trastuzumab,BRCA,,X-5541,LJM716 + trastuzumab,FALSE,1
X.5541.LKA136,BRCA,,X-5541,LKA136,FALSE,1
X.5541.LLM871,BRCA,,X-5541,LLM871,FALSE,1
X.5541.paclitaxel,BRCA,,X-5541,paclitaxel,FALSE,1
X.5541.tamoxifen,BRCA,,X-5541,tamoxifen,FALSE,1
X.5541.trastuzumab,BRCA,,X-5541,trastuzumab,FALSE,1
X.5541.untreated,BRCA,,X-5541,untreated,FALSE,1
X.5975.LFW527 + everolimus,BRCA,,X-5975,LFW527 + everolimus,FALSE,1
X.5975.LJM716 + trastuzumab,BRCA,,X-5975,LJM716 + trastuzumab,FALSE,1
X.5975.trastuzumab,BRCA,,X-5975,trastuzumab,FALSE,1
X.6047.LFW527 + everolimus,BRCA,,X-6047,LFW527 + everolimus,FALSE,1
X.1156.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1156,BGJ398,TRUE,5
X.1156.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1156,binimetinib,TRUE,5
X.1156.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1156,BKM120,TRUE,5
X.1156.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1156,BKM120 + binimetinib,TRUE,5
X.1156.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1156,BYL719,TRUE,5
X.1156.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1156,BYL719 + LGH447,TRUE,5
X.1156.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1156,BYL719 + LJM716,TRUE,5
X.1156.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1156,cetuximab,TRUE,5
X.1156.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1156,CGM097,TRUE,5
X.1156.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1156,CKX620,TRUE,5
X.1156.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1156,CLR457,TRUE,5
X.1156.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1156,erlotinib,TRUE,5
X.1156.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1156,HDM201,TRUE,5
X.1156.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1156,HSP990,TRUE,5
X.1156.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1156,INC280,TRUE,5
X.1156.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1156,LCL161 + paclitaxel,TRUE,5
X.1156.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1156,LEE011,TRUE,5
X.1156.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1156,LFW527 + binimetinib,TRUE,5
X.1156.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1156,LGH447,TRUE,5
X.1156.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1156,LLM871,TRUE,5
X.1156.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1156,paclitaxel,TRUE,5
X.1156.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1156,untreated,TRUE,5
X.1172.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1172,BGJ398,TRUE,5
X.1172.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1172,binimetinib,TRUE,5
X.1172.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1172,BKM120,TRUE,5
X.1172.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1172,BKM120 + binimetinib,TRUE,5
X.1172.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1172,BYL719,TRUE,5
X.1172.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1172,BYL719 + LGH447,TRUE,5
X.1172.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1172,BYL719 + LJM716,TRUE,5
X.1172.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1172,cetuximab,TRUE,5
X.1172.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1172,CGM097,TRUE,5
X.1172.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1172,CKX620,TRUE,5
X.1172.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1172,CLR457,TRUE,5
X.1172.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1172,erlotinib,TRUE,5
X.1172.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1172,HDM201,TRUE,5
X.1172.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1172,HSP990,TRUE,5
X.1172.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1172,INC280,TRUE,5
X.1172.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1172,LCL161 + paclitaxel,TRUE,5
X.1172.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1172,LEE011,TRUE,5
X.1172.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1172,LFW527 + binimetinib,TRUE,5
X.1172.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1172,LGH447,TRUE,5
X.1172.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1172,LLM871,TRUE,5
X.1172.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1172,paclitaxel,TRUE,5
X.1172.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1172,untreated,TRUE,5
X.1189.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1189,BGJ398,TRUE,5
X.1189.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1189,binimetinib,TRUE,5
X.1189.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1189,BKM120,TRUE,5
X.1189.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1189,BKM120 + binimetinib,TRUE,5
X.1189.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1189,BYL719,TRUE,5
X.1189.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1189,BYL719 + LGH447,TRUE,5
X.1189.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1189,BYL719 + LJM716,TRUE,5
X.1189.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1189,cetuximab,TRUE,5
X.1189.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1189,CGM097,TRUE,5
X.1189.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1189,CKX620,TRUE,5
X.1189.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1189,CLR457,TRUE,5
X.1189.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1189,erlotinib,TRUE,5
X.1189.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1189,HDM201,TRUE,5
X.1189.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1189,HSP990,TRUE,5
X.1189.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1189,INC280,TRUE,5
X.1189.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1189,LCL161 + paclitaxel,TRUE,5
X.1189.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1189,LEE011,TRUE,5
X.1189.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1189,LGH447,TRUE,5
X.1189.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1189,LLM871,TRUE,5
X.1189.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1189,paclitaxel,TRUE,5
X.1189.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1189,untreated,TRUE,5
X.1228.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1228,BGJ398,TRUE,5
X.1228.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1228,binimetinib,TRUE,5
X.1228.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1228,BKM120,TRUE,5
X.1228.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1228,BKM120 + binimetinib,TRUE,5
X.1228.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1228,BYL719,TRUE,5
X.1228.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1228,BYL719 + LGH447,TRUE,5
X.1228.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1228,BYL719 + LJM716,TRUE,5
X.1228.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1228,cetuximab,TRUE,5
X.1228.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1228,CGM097,TRUE,5
X.1228.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1228,CKX620,TRUE,5
X.1228.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1228,CLR457,TRUE,5
X.1228.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1228,erlotinib,TRUE,5
X.1228.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1228,HDM201,TRUE,5
X.1228.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1228,HSP990,TRUE,5
X.1228.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1228,INC280,TRUE,5
X.1228.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1228,LCL161 + paclitaxel,TRUE,5
X.1228.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1228,LEE011,TRUE,5
X.1228.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1228,LFW527 + binimetinib,TRUE,5
X.1228.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1228,LGH447,TRUE,5
X.1228.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1228,LLM871,TRUE,5
X.1228.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1228,paclitaxel,TRUE,5
X.1228.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1228,untreated,TRUE,5
X.1323.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1323,BGJ398,TRUE,5
X.1323.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1323,binimetinib,TRUE,5
X.1323.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1323,BKM120,TRUE,5
X.1323.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1323,BKM120 + binimetinib,TRUE,5
X.1323.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1323,BYL719,TRUE,5
X.1323.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1323,BYL719 + LGH447,TRUE,5
X.1323.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1323,BYL719 + LJM716,TRUE,5
X.1323.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1323,cetuximab,TRUE,5
X.1323.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1323,CGM097,TRUE,5
X.1323.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1323,CKX620,TRUE,5
X.1323.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1323,CLR457,TRUE,5
X.1323.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1323,erlotinib,TRUE,5
X.1323.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1323,HDM201,TRUE,5
X.1323.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1323,HSP990,TRUE,5
X.1323.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1323,INC280,TRUE,5
X.1323.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1323,LCL161 + paclitaxel,TRUE,5
X.1323.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1323,LEE011,TRUE,5
X.1323.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1323,LFW527 + binimetinib,TRUE,5
X.1323.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1323,LGH447,TRUE,5
X.1323.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1323,LLM871,TRUE,5
X.1323.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1323,paclitaxel,TRUE,5
X.1323.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1323,untreated,TRUE,5
X.1442.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1442,BGJ398,TRUE,5
X.1442.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1442,binimetinib,TRUE,5
X.1442.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1442,BKM120,TRUE,5
X.1442.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1442,BKM120 + binimetinib,TRUE,5
X.1442.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1442,BYL719,TRUE,5
X.1442.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1442,BYL719 + LGH447,TRUE,5
X.1442.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1442,BYL719 + LJM716,TRUE,5
X.1442.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1442,cetuximab,TRUE,5
X.1442.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1442,CGM097,TRUE,5
X.1442.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1442,CKX620,TRUE,5
X.1442.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1442,CLR457,TRUE,5
X.1442.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1442,erlotinib,TRUE,5
X.1442.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1442,HDM201,TRUE,5
X.1442.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1442,HSP990,TRUE,5
X.1442.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1442,INC280,TRUE,5
X.1442.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1442,LCL161 + paclitaxel,TRUE,5
X.1442.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1442,LEE011,TRUE,5
X.1442.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1442,LGH447,TRUE,5
X.1442.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1442,LLM871,TRUE,5
X.1442.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1442,paclitaxel,TRUE,5
X.1442.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1442,untreated,TRUE,5
X.1499.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1499,BGJ398,TRUE,5
X.1499.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1499,binimetinib,TRUE,5
X.1499.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1499,BKM120,TRUE,5
X.1499.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1499,BKM120 + binimetinib,TRUE,5
X.1499.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1499,BYL719,TRUE,5
X.1499.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1499,BYL719 + LGH447,TRUE,5
X.1499.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1499,BYL719 + LJM716,TRUE,5
X.1499.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1499,cetuximab,TRUE,5
X.1499.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1499,CGM097,TRUE,5
X.1499.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1499,CKX620,TRUE,5
X.1499.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1499,CLR457,TRUE,5
X.1499.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1499,erlotinib,TRUE,5
X.1499.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1499,HDM201,TRUE,5
X.1499.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1499,HSP990,TRUE,5
X.1499.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1499,INC280,TRUE,5
X.1499.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1499,LCL161 + paclitaxel,TRUE,5
X.1499.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1499,LEE011,TRUE,5
X.1499.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1499,LFW527 + binimetinib,TRUE,5
X.1499.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1499,LGH447,TRUE,5
X.1499.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1499,LLM871,TRUE,5
X.1499.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1499,paclitaxel,TRUE,5
X.1499.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1499,untreated,TRUE,5
X.1586.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1586,BGJ398,TRUE,5
X.1586.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1586,binimetinib,TRUE,5
X.1586.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1586,BKM120,TRUE,5
X.1586.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1586,BKM120 + binimetinib,TRUE,5
X.1586.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1586,BYL719,TRUE,5
X.1586.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1586,BYL719 + LGH447,TRUE,5
X.1586.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1586,BYL719 + LJM716,TRUE,5
X.1586.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1586,cetuximab,TRUE,5
X.1586.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1586,CGM097,TRUE,5
X.1586.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1586,CKX620,TRUE,5
X.1586.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1586,CLR457,TRUE,5
X.1586.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1586,erlotinib,TRUE,5
X.1586.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1586,HDM201,TRUE,5
X.1586.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1586,HSP990,TRUE,5
X.1586.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1586,INC280,TRUE,5
X.1586.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1586,LCL161 + paclitaxel,TRUE,5
X.1586.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1586,LEE011,TRUE,5
X.1586.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1586,LFW527 + binimetinib,TRUE,5
X.1586.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1586,LGH447,TRUE,5
X.1586.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1586,LLM871,TRUE,5
X.1586.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1586,paclitaxel,TRUE,5
X.1586.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1586,untreated,TRUE,5
X.1658.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1658,BGJ398,TRUE,5
X.1658.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1658,binimetinib,TRUE,5
X.1658.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1658,BKM120,TRUE,5
X.1658.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1658,BKM120 + binimetinib,TRUE,5
X.1658.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1658,BYL719,TRUE,5
X.1658.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1658,BYL719 + LGH447,TRUE,5
X.1658.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1658,BYL719 + LJM716,TRUE,5
X.1658.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1658,cetuximab,TRUE,5
X.1658.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1658,CGM097,TRUE,5
X.1658.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1658,CKX620,TRUE,5
X.1658.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1658,CLR457,TRUE,5
X.1658.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1658,erlotinib,TRUE,5
X.1658.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1658,HDM201,TRUE,5
X.1658.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1658,HSP990,TRUE,5
X.1658.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1658,INC280,TRUE,5
X.1658.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1658,LCL161 + paclitaxel,TRUE,5
X.1658.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1658,LEE011,TRUE,5
X.1658.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1658,LFW527 + binimetinib,TRUE,5
X.1658.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1658,LGH447,TRUE,5
X.1658.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1658,LLM871,TRUE,5
X.1658.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1658,paclitaxel,TRUE,5
X.1658.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1658,untreated,TRUE,5
X.1683.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1683,BGJ398,TRUE,5
X.1683.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1683,binimetinib,TRUE,5
X.1683.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1683,BKM120,TRUE,5
X.1683.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1683,BKM120 + binimetinib,TRUE,5
X.1683.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1683,BYL719,TRUE,5
X.1683.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1683,BYL719 + LGH447,TRUE,5
X.1683.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1683,BYL719 + LJM716,TRUE,5
X.1683.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1683,cetuximab,TRUE,5
X.1683.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1683,CGM097,TRUE,5
X.1683.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1683,CKX620,TRUE,5
X.1683.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1683,CLR457,TRUE,5
X.1683.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1683,erlotinib,TRUE,5
X.1683.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1683,HDM201,TRUE,5
X.1683.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1683,HSP990,TRUE,5
X.1683.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1683,INC280,TRUE,5
X.1683.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1683,LCL161 + paclitaxel,TRUE,5
X.1683.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1683,LEE011,TRUE,5
X.1683.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1683,LGH447,TRUE,5
X.1683.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1683,LLM871,TRUE,5
X.1683.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1683,paclitaxel,TRUE,5
X.1683.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1683,untreated,TRUE,5
X.1725.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1725,BGJ398,TRUE,5
X.1725.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1725,binimetinib,TRUE,5
X.1725.BK20,NSCLC,Non-small Cell Lung Carcinoma,X-1725,BKM120,TRUE,5
X.1725.BK20.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1725,BKM120 + binimetinib,TRUE,5
X.1725.BY19,NSCLC,Non-small Cell Lung Carcinoma,X-1725,BYL719,TRUE,5
X.1725.BY19.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1725,BYL719 + LGH447,TRUE,5
X.1725.BY19.LJ16,NSCLC,Non-small Cell Lung Carcinoma,X-1725,BYL719 + LJM716,TRUE,5
X.1725.ceab,NSCLC,Non-small Cell Lung Carcinoma,X-1725,cetuximab,TRUE,5
X.1725.CG97,NSCLC,Non-small Cell Lung Carcinoma,X-1725,CGM097,TRUE,5
X.1725.CK20,NSCLC,Non-small Cell Lung Carcinoma,X-1725,CKX620,TRUE,5
X.1725.CL57,NSCLC,Non-small Cell Lung Carcinoma,X-1725,CLR457,TRUE,5
X.1725.erib,NSCLC,Non-small Cell Lung Carcinoma,X-1725,erlotinib,TRUE,5
X.1725.HD01,NSCLC,Non-small Cell Lung Carcinoma,X-1725,HDM201,TRUE,5
X.1725.HS90,NSCLC,Non-small Cell Lung Carcinoma,X-1725,HSP990,TRUE,5
X.1725.IN80,NSCLC,Non-small Cell Lung Carcinoma,X-1725,INC280,TRUE,5
X.1725.LC61.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1725,LCL161 + paclitaxel,TRUE,5
X.1725.LE11,NSCLC,Non-small Cell Lung Carcinoma,X-1725,LEE011,TRUE,5
X.1725.LF27.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1725,LFW527 + binimetinib,TRUE,5
X.1725.LG47,NSCLC,Non-small Cell Lung Carcinoma,X-1725,LGH447,TRUE,5
X.1725.LL71,NSCLC,Non-small Cell Lung Carcinoma,X-1725,LLM871,TRUE,5
X.1725.pael,NSCLC,Non-small Cell Lung Carcinoma,X-1725,paclitaxel,TRUE,5
X.1725.uned,NSCLC,Non-small Cell Lung Carcinoma,X-1725,untreated,TRUE,5
X.1787.BG98,NSCLC,Non-small Cell Lung Carcinoma,X-1787,BGJ398,TRUE,5
X.1787.biib,NSCLC,Non-small Cell Lung Carcinoma,X-1787,binimetinib,TRUE,5
